 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9
268,5644.679,4728.500,4015.375,6398.500,4885.355,5116.250,4736.656,5262.312,4281.548
269,5616.357,4740.857,4024.750,6421.667,4862.097,5059.000,4730.781,5262.406,4278.524
270,5590.750,4730.500,4006.125,6377.917,4854.936,5065.500,4728.438,5239.812,4274.714
271,5640.929,4713.657,3928.250,6378.750,4837.291,5065.312,4702.500,5207.750,4293.762
272,5557.000,4730.943,3969.000,6387.417,4864.936,5004.875,4701.812,5218.125,4274.190
273,5548.964,4711.771,3983.250,6403.667,4871.452,5059.500,4702.469,5227.438,4292.929
274,5543.464,4708.314,3930.375,6376.667,4814.871,5034.438,4690.375,5214.188,4266.452
275,5507.964,4704.200,3817.750,6399.250,4785.032,5015.000,4711.656,5213.531,4260.119
276,5514.857,4711.071,3856.500,6431.750,4794.516,4998.312,4702.281,5167.875,4277.071
277,5505.286,4715.529,3885.750,6433.917,4777.709,4997.125,4695.812,5184.125,4246.262
278,5494.321,4689.671,3883.000,6405.083,4766.548,4979.500,4701.844,5198.719,4237.595
279,5479.250,4708.286,3876.375,6410.750,4785.452,4973.875,4665.531,5192.844,4269.214
280,5458.893,4686.671,3773.125,6431.333,4790.258,4952.125,4675.531,5158.844,4267.833
281,5462.964,4694.600,3825.875,6396.583,4758.871,5006.188,4658.094,5167.375,4259.810
282,5458.536,4700.657,3770.250,6413.250,4767.226,5012.812,4658.469,5215.094,4259.548
283,5420.250,4701.814,3764.125,6435.250,4782.516,5052.500,4697.438,5208.500,4252.048
284,5449.679,4693.500,3803.250,6404.750,4776.645,5008.750,4661.094,5216.250,4248.595
285,5406.964,4700.771,3794.125,6384.083,4750.484,5049.812,4678.156,5212.438,4231.238
286,5400.786,4692.357,3744.500,6413.083,4745.452,5005.938,4669.562,5205.594,4241.333
287,5394.429,4691.829,3748.875,6363.417,4730.613,4977.938,4650.969,5199.812,4266.714
288,5380.929,4710.714,3719.625,6363.750,4710.129,5022.312,4641.375,5195.438,4250.762
289,5372.536,4664.386,3689.750,6377.583,4736.936,5017.062,4628.344,5169.875,4246.881
290,5386.321,4697.414,3725.125,6406.083,4661.226,4941.500,4642.781,5167.469,4227.619
291,5365.357,4681.628,3738.125,6345.833,4667.097,4975.750,4628.406,5184.938,4258.548
292,5314.679,4688.443,3715.875,6410.083,4681.226,4987.938,4644.375,5160.406,4255.762
293,5327.321,4703.586,3682.000,6384.583,4706.097,4972.312,4699.469,5136.031,4244.214
294,5339.607,4702.943,3662.250,6359.417,4675.291,5000.812,4673.594,5138.969,4251.429
295,5299.607,4680.400,3668.250,6301.000,4656.226,4941.188,4652.375,5125.875,4243.357
296,5298.107,4664.943,3620.125,6312.917,4659.097,4941.438,4653.000,5103.281,4232.429
297,5294.679,4674.057,3722.250,6364.833,4637.258,4877.062,4628.969,5091.500,4254.000
298,5304.143,4677.486,3655.625,6374.000,4615.709,4934.062,4636.156,5079.906,4240.738
299,5281.179,4667.086,3672.625,6341.500,4623.419,4877.875,4645.031,5073.406,4264.952
300,5255.536,4663.557,3652.875,6368.417,4618.193,4898.812,4642.969,5096.969,4257.190
301,5219.500,4668.757,3699.750,6374.417,4604.226,4916.750,4636.062,5118.625,4250.214
302,5245.607,4661.171,3626.875,6338.750,4633.936,4988.125,4634.625,5090.844,4272.214
303,5219.821,4657.128,3619.500,6428.583,4599.323,4991.688,4630.844,5085.812,4242.190
304,5239.536,4644.200,3634.125,6388.167,4589.709,4984.562,4625.469,5099.750,4234.905
305,5227.714,4645.614,3619.625,6331.417,4599.581,4989.250,4591.875,5063.000,4253.000
306,5177.179,4641.500,3604.500,6310.333,4556.097,5001.562,4590.219,5084.562,4238.929
307,5189.393,4628.729,3670.000,6321.917,4557.839,4972.125,4612.094,5059.375,4236.238
308,5163.214,4647.271,3602.250,6291.667,4533.355,4934.812,4605.312,5046.000,4233.476
309,5181.750,4654.143,3621.750,6315.583,4528.291,4953.438,4619.844,5072.000,4243.690
310,5193.643,4671.757,3620.875,6360.000,4537.064,4913.125,4628.938,5058.250,4250.452
311,5168.714,4674.843,3634.000,6300.250,4528.452,4971.750,4681.062,5084.969,4241.595
312,5150.893,4689.486,3602.375,6305.333,4505.709,4938.500,4661.938,5078.500,4235.357
313,5157.786,4702.100,3617.000,6294.917,4504.839,4905.188,4637.625,5034.750,4228.357
314,5150.429,4690.043,3535.875,6310.333,4490.839,4905.250,4644.094,5052.312,4242.452
315,5132.393,4680.171,3584.875,6317.167,4468.419,4923.625,4638.906,5007.000,4264.905
316,5134.643,4680.614,3624.125,6319.750,4458.000,4890.000,4631.094,5050.188,4204.095
317,5108.679,4693.128,3581.125,6382.417,4483.516,4941.750,4631.594,5037.562,4237.762
318,5120.393,4669.114,3570.000,6366.500,4499.064,4884.812,4639.375,5010.844,4221.167
319,5082.179,4691.500,3561.875,6329.500,4442.452,4902.312,4622.781,5022.469,4266.571
320,5107.893,4665.657,3523.875,6318.500,4438.291,4878.312,4598.500,5012.625,4259.405
321,5067.679,4662.143,3552.125,6339.167,4409.613,4857.000,4591.594,4981.625,4228.429
322,5074.821,4658.214,3585.750,6287.667,4430.291,4867.875,4600.625,5022.719,4249.310
323,5107.214,4635.757,3556.250,6353.750,4426.323,4847.938,4561.031,4958.500,4242.286
324,5051.107,4637.157,3552.625,6239.833,4384.807,4870.188,4548.594,4939.875,4264.857
325,5047.000,4635.857,3550.000,6305.333,4390.161,4835.625,4552.375,4965.125,4260.000
326,5034.357,4657.071,3541.750,6322.250,4389.807,4835.312,4542.469,4993.500,4242.667
327,5045.393,4644.300,3515.625,6263.500,4387.161,4887.812,4530.656,5002.219,4223.619
328,5041.964,4658.729,3537.625,6316.750,4364.774,4975.500,4571.812,5076.625,4241.881
329,5057.321,4658.986,3563.250,6405.750,4387.387,5023.375,4541.375,5099.031,4236.667
330,5019.143,4636.900,3538.625,6349.500,4382.323,4954.062,4524.688,5072.656,4242.524
331,5043.536,4658.157,3566.125,6329.750,4323.258,4980.812,4542.281,5091.562,4208.952
332,5029.071,4647.286,3556.500,6338.333,4351.032,4952.125,4517.344,5099.000,4234.786
333,5032.964,4624.929,3527.250,6317.333,4358.226,4961.562,4523.969,5077.625,4250.476
334,5034.071,4623.300,3566.000,6320.833,4347.968,4986.938,4509.125,5059.281,4243.048
335,5022.393,4636.886,3572.875,6327.667,4293.903,4927.438,4512.469,5064.469,4246.524
336,5003.929,4613.471,3527.000,6291.167,4296.516,4934.375,4508.688,5105.312,4226.286
337,4996.964,4611.386,3537.250,6306.583,4284.355,4940.625,4493.000,5118.656,4234.810
338,5004.321,4632.872,3531.250,6376.000,4276.645,4911.875,4469.625,5103.156,4237.190
339,4965.643,4615.143,3524.750,6325.583,4278.097,4901.062,4478.312,5115.219,4264.905
340,4984.821,4620.086,3507.375,6257.500,4243.355,4885.375,4452.688,5084.125,4249.643
341,4987.893,4612.157,3521.750,6290.583,4267.291,4900.062,4472.344,5092.594,4244.952
342,4964.286,4631.229,3518.125,6317.333,4251.064,4876.438,4439.906,5063.062,4241.548
343,4969.893,4607.857,3506.750,6367.500,4222.968,4904.688,4466.469,5075.594,4221.357
344,4931.929,4596.929,3489.250,6359.750,4234.709,4873.688,4454.938,5051.281,4224.405
345,4971.393,4612.543,3525.125,6337.750,4251.871,4844.875,4428.438,5048.500,4231.429
346,4955.536,4598.543,3534.875,6311.333,4204.291,4839.688,4442.469,5045.375,4247.214
347,4951.536,4601.557,3511.000,6296.250,4214.677,4846.438,4440.062,5037.906,4245.976
348,4970.071,4579.857,3500.750,6333.833,4180.129,4844.438,4407.344,5017.406,4235.262
349,4910.500,4582.271,3497.750,6329.333,4184.613,4854.125,4417.469,5000.938,4237.167
350,4920.107,4593.000,3510.000,6288.417,4147.968,4872.125,4386.594,4999.375,4233.452
351,4880.786,4579.843,3529.250,6319.250,4149.484,4814.688,4399.531,4968.906,4226.667
352,4897.750,4569.957,3512.875,6321.583,4166.064,4813.688,4412.531,4978.719,4250.905
353,4897.393,4606.586,3474.500,6353.500,4151.032,4835.375,4456.219,4958.969,4213.024
354,4897.286,4603.471,3508.625,6365.417,4152.968,4805.625,4419.062,4993.812,4239.524
355,4892.107,4609.114,3529.875,6380.000,4149.193,4835.375,4438.906,4961.281,4257.690
356,4890.143,4613.771,3551.250,6329.167,4122.903,4791.438,4437.500,4928.688,4261.690
357,4894.750,4596.657,3484.375,6277.417,4149.452,4775.188,4420.875,4959.344,4232.452
358,4881.357,4608.200,3467.750,6349.333,4106.516,4770.938,4394.688,4947.812,4239.238
359,4889.286,4595.486,3459.000,6256.167,4107.677,4783.125,4411.594,4934.469,4214.881
360,4852.143,4597.814,3465.500,6300.667,4099.968,4772.750,4342.281,4915.000,4237.167
361,4855.821,4586.900,3424.875,6287.417,4068.064,4771.812,4376.344,4909.375,4231.024
362,4827.393,4604.000,3517.875,6344.833,4084.806,4744.250,4387.188,4914.156,4202.643
363,4845.500,4605.372,3496.125,6275.167,4062.097,4755.562,4355.531,4909.125,4241.167
364,4857.821,4584.071,3478.125,6321.083,4066.323,4744.812,4391.000,4902.875,4205.167
365,4871.571,4587.471,3463.625,6356.333,4057.226,4734.688,4379.750,4900.250,4218.643
366,4837.821,4590.872,3455.375,6353.000,4073.613,4710.812,4366.375,4871.031,4239.976
367,4831.286,4596.186,3514.750,6358.083,4054.871,4804.375,4385.188,4896.062,4219.905
368,4813.107,4604.614,3478.125,6273.167,4089.710,4851.812,4363.906,4922.500,4224.571
369,4817.536,4604.386,3478.375,6358.750,4089.548,4859.438,4383.906,4917.094,4192.929
370,4816.571,4614.729,3472.375,6305.500,4051.710,4862.125,4398.938,4869.594,4212.310
371,4811.143,4615.957,3430.250,6282.917,4037.806,4836.812,4372.438,4921.094,4226.762
372,4817.071,4597.643,3518.500,6342.667,3995.129,4829.375,4351.750,4888.188,4227.619
373,4776.000,4591.643,3476.875,6314.833,4046.903,4820.500,4342.469,4885.125,4212.929
374,4832.107,4574.029,3504.250,6333.917,4005.871,4828.625,4340.844,4863.625,4232.524
375,4799.071,4560.857,3435.500,6315.583,3968.613,4864.250,4360.719,4849.500,4224.643
376,4790.571,4594.700,3458.375,6256.083,4007.581,4773.000,4329.156,4825.281,4211.690
377,4808.000,4561.557,3477.750,6293.500,3981.581,4799.000,4321.500,4839.125,4213.095
378,4775.929,4530.628,3506.000,6352.833,3971.516,4763.938,4304.125,4826.344,4201.619
379,4774.929,4559.443,3436.625,6307.083,3968.064,4789.875,4315.094,4850.375,4207.857
380,4771.821,4553.029,3445.125,6281.000,3960.645,4781.688,4294.062,4845.188,4205.762
381,4796.321,4541.529,3443.375,6318.917,3944.290,4806.250,4299.906,4823.125,4243.619
382,4756.679,4589.386,3471.375,6266.083,3960.936,4792.062,4294.000,4841.688,4238.119
383,4800.071,4568.400,3498.375,6288.000,3966.387,4795.938,4396.750,4907.344,4212.548
384,4836.036,4599.900,3556.750,6261.417,3974.000,4881.625,4411.062,4933.094,4234.000
385,4798.071,4625.529,3548.500,6325.833,3975.161,4917.625,4442.750,4974.875,4217.571
386,4784.429,4620.643,3643.750,6324.500,3989.452,4895.938,4444.250,4956.906,4217.881
387,4788.321,4609.329,3704.875,6284.750,3980.903,4914.000,4465.094,4952.625,4214.595
388,4762.357,4610.286,3739.625,6292.000,3978.064,4915.438,4421.969,4907.719,4205.071
389,4757.107,4602.429,3764.625,6317.333,3977.323,4894.812,4439.188,4945.250,4239.476
390,4755.321,4609.114,3748.000,6347.333,3980.839,4929.812,4458.500,4945.156,4247.024
391,4783.000,4600.543,3754.750,6327.667,3958.097,4900.188,4425.219,4891.938,4228.000
392,4740.964,4602.914,3736.625,6374.833,3958.548,4859.375,4439.062,4925.469,4225.262
393,4756.393,4586.329,3761.875,6346.417,3935.484,4801.812,4381.938,4907.344,4210.262
394,4722.464,4583.600,3778.125,6335.667,3947.161,4870.000,4434.750,4914.812,4221.976
395,4725.357,4588.386,3666.625,6326.750,3941.548,4828.188,4463.688,4859.531,4234.262
396,4736.500,4595.471,3699.750,6338.917,3935.645,4813.188,4452.219,4870.969,4227.643
397,4745.357,4593.386,3662.000,6330.333,3950.710,4813.250,4479.812,4881.656,4223.810
398,4756.321,4578.386,3649.875,6302.083,3925.677,4811.250,4486.250,4829.812,4236.310
399,4750.571,4580.257,3661.875,6382.917,3920.129,4879.688,4479.312,4820.531,4229.310
400,4730.000,4594.857,3667.750,6349.000,3918.774,4836.812,4435.000,4830.250,4198.952
401,4717.821,4587.486,3626.250,6326.917,3916.742,4845.750,4412.156,4823.125,4252.643
402,4710.071,4572.800,3596.500,6276.917,3897.419,4749.312,4435.000,4824.188,4231.024
403,4722.036,4566.643,3604.750,6349.500,3899.903,4766.188,4430.375,4810.406,4217.881
404,4708.286,4577.372,3620.625,6325.583,3903.613,4767.062,4427.969,4798.281,4211.643
405,4728.071,4583.800,3572.875,6287.417,3885.419,4764.875,4401.969,4784.531,4211.738
406,4738.357,4568.814,3598.750,6297.417,3873.968,4741.062,4398.094,4801.438,4229.548
407,4705.750,4567.171,3587.375,6237.250,3905.161,4781.312,4401.469,4787.625,4222.429
408,4727.179,4556.986,3571.250,6338.167,3908.161,4842.125,4402.125,4871.250,4241.167
409,4721.071,4558.372,3554.375,6307.333,3893.968,4932.250,4372.250,4882.312,4238.762
410,4710.071,4555.471,3531.250,6258.583,3885.839,4938.750,4404.781,4913.750,4210.286
411,4717.929,4555.829,3574.500,6336.833,3853.742,4936.750,4363.812,4970.000,4219.500
412,4736.714,4556.157,3529.250,6251.167,3855.355,4939.875,4342.000,4952.469,4241.762
413,4723.143,4564.872,3487.750,6305.500,3849.774,4933.125,4343.938,4909.812,4248.929
414,4713.429,4549.414,3510.875,6275.333,3866.064,4927.188,4361.562,4927.562,4214.190
415,4697.429,4558.986,3564.500,6253.000,3837.677,4888.125,4354.969,4885.375,4203.952
416,4706.179,4559.571,3542.125,6261.167,3848.613,4876.875,4354.250,4879.844,4223.214
417,4697.321,4572.086,3540.125,6303.167,3841.258,4860.812,4350.906,4850.438,4217.405
418,4702.607,4558.000,3507.000,6313.083,3847.968,4890.312,4340.719,4863.719,4220.548
419,4673.000,4559.186,3524.625,6311.333,3816.548,4854.688,4339.656,4861.062,4211.381
420,4704.857,4573.900,3506.750,6284.167,3801.548,4824.625,4347.375,4846.500,4228.167
421,4681.929,4548.414,3476.375,6253.417,3791.936,4835.938,4322.125,4818.938,4223.548
422,4690.393,4574.429,3494.000,6299.583,3810.484,4811.875,4300.469,4822.250,4215.976
423,4696.857,4552.628,3496.625,6240.167,3796.161,4790.562,4319.875,4804.938,4214.595
424,4670.393,4569.029,3475.250,6249.833,3771.000,4802.875,4324.312,4798.375,4214.524
425,4662.321,4550.800,3470.875,6249.250,3754.710,4774.375,4311.500,4778.938,4240.548
426,4648.000,4542.529,3455.750,6284.750,3772.484,4793.062,4302.969,4779.250,4217.095
427,4661.536,4550.500,3476.625,6184.167,3751.871,4799.938,4252.562,4774.500,4205.762
428,4689.893,4534.886,3470.375,6224.167,3784.129,4789.062,4266.875,4776.906,4208.976
429,4652.321,4539.314,3449.125,6232.250,3755.194,4724.125,4243.625,4736.188,4227.262
430,4682.071,4535.186,3442.000,6309.417,3738.452,4717.062,4247.312,4715.688,4213.714
431,4639.143,4541.929,3425.750,6283.083,3775.806,4726.312,4250.375,4716.625,4220.833
432,4648.143,4540.743,3499.125,6322.583,3746.806,4723.188,4270.938,4752.469,4205.024
433,4649.071,4537.543,3429.250,6228.417,3769.548,4716.562,4268.656,4740.656,4203.762
434,4659.179,4543.486,3443.125,6274.750,3745.355,4688.750,4261.125,4731.781,4230.000
435,4661.714,4540.614,3467.750,6229.417,3756.806,4703.000,4264.250,4714.625,4172.905
436,4648.643,4535.872,3463.500,6216.583,3726.129,4732.125,4231.312,4715.875,4208.262
437,4679.964,4527.329,3464.375,6251.667,3730.806,4692.875,4242.344,4719.531,4206.429
438,4656.714,4536.114,3472.375,6246.500,3702.613,4679.062,4228.688,4697.438,4224.952
439,4674.321,4531.671,3401.125,6176.333,3721.387,4685.062,4195.469,4699.031,4210.214
440,4628.393,4516.329,3410.125,6257.167,3718.000,4672.625,4237.875,4703.875,4218.667
441,4641.536,4520.657,3456.250,6199.250,3719.258,4657.125,4214.094,4695.938,4207.548
442,4647.500,4515.229,3453.250,6165.917,3681.226,4677.375,4186.312,4682.938,4206.595
443,4641.750,4513.343,3438.250,6182.083,3695.710,4614.312,4220.500,4669.375,4230.452
444,4663.821,4503.086,3490.500,6171.250,3714.968,4712.750,4191.219,4698.125,4225.714
445,4639.893,4510.086,3445.750,6207.917,3711.129,4803.812,4177.438,4813.344,4218.905
446,4693.571,4519.500,3468.875,6266.250,3722.064,4861.000,4191.656,4828.656,4212.500
447,4666.429,4490.571,3469.625,6320.250,3704.871,4846.750,4197.938,4865.250,4216.429
448,4647.607,4513.529,3444.375,6247.667,3749.839,4840.000,4180.250,4843.531,4220.143
449,4649.000,4498.057,3474.500,6309.167,3744.581,4857.125,4206.062,4837.812,4217.690
450,4652.821,4516.714,3519.125,6304.750,3732.742,4842.688,4213.344,4856.281,4214.262
451,4650.357,4512.214,3517.250,6250.750,3715.129,4798.438,4227.312,4827.344,4223.095
452,4641.893,4508.229,3466.750,6219.667,3711.968,4820.562,4227.750,4787.250,4210.381
453,4592.643,4513.186,3495.625,6185.750,3696.129,4797.500,4205.844,4790.281,4208.952
454,4628.393,4508.400,3490.125,6175.750,3693.968,4766.812,4210.781,4774.344,4218.190
455,4615.214,4501.029,3500.875,6193.750,3668.097,4779.812,4214.781,4765.031,4215.929
456,4612.750,4500.514,3476.750,6201.917,3716.581,4757.062,4196.719,4762.812,4226.452
457,4640.500,4485.614,3448.250,6264.417,3677.581,4722.062,4174.844,4749.156,4219.190
458,4666.821,4507.671,3469.750,6247.417,3676.806,4718.625,4171.000,4772.250,4202.714
459,4634.429,4527.071,3530.500,6269.083,3678.677,4733.750,4217.812,4767.656,4245.238
460,4607.536,4502.514,3482.500,6256.667,3675.194,4719.562,4251.469,4741.125,4220.548
461,4605.036,4518.114,3459.125,6252.333,3677.258,4739.750,4264.281,4710.156,4232.071
462,4630.893,4531.014,3462.875,6236.000,3679.710,4739.000,4265.594,4753.938,4212.238
463,4599.143,4506.071,3424.125,6229.083,3678.032,4748.562,4276.719,4734.031,4235.976
464,4636.214,4502.600,3478.625,6224.333,3672.419,4668.500,4266.406,4688.562,4242.524
465,4623.964,4504.143,3447.250,6173.500,3672.903,4688.188,4227.906,4704.938,4228.738
466,4611.786,4491.128,3477.125,6245.167,3656.677,4682.250,4239.938,4663.125,4223.048
467,4626.036,4482.157,3438.250,6214.917,3651.871,4633.750,4234.969,4687.844,4220.238
468,4618.000,4493.457,3445.000,6226.583,3634.161,4663.625,4214.969,4659.188,4235.595
469,4599.821,4486.571,3482.250,6180.833,3634.129,4673.562,4213.875,4682.281,4216.214
470,4600.393,4472.057,3420.125,6196.083,3651.774,4673.688,4184.062,4678.625,4235.548
471,4584.071,4485.829,3432.375,6247.250,3611.774,4682.188,4213.844,4648.375,4230.071
472,4602.393,4482.200,3458.875,6265.167,3627.936,4622.375,4204.906,4677.781,4236.262
473,4585.500,4459.171,3422.625,6213.083,3624.806,4592.438,4187.875,4657.906,4227.357
474,4606.536,4472.571,3398.500,6211.000,3637.452,4604.875,4134.062,4651.781,4208.571
475,4613.321,4476.500,3435.750,6251.167,3608.419,4576.750,4141.188,4633.188,4226.690
476,4615.071,4452.271,3443.375,6149.083,3607.032,4572.188,4140.281,4635.500,4227.833
477,4612.964,4457.529,3403.500,6222.750,3599.581,4627.938,4128.594,4630.250,4226.548
478,4618.857,4459.143,3423.125,6154.833,3609.064,4601.812,4139.906,4625.688,4215.429
479,4596.107,4457.800,3433.375,6233.250,3583.387,4553.375,4112.062,4645.406,4234.500
480,4611.107,4471.700,3456.500,6196.500,3593.290,4526.875,4131.156,4597.094,4211.595
481,4589.214,4469.143,3400.000,6197.167,3597.742,4567.000,4114.469,4628.094,4202.690
482,4612.929,4475.186,3383.500,6209.167,3615.290,4541.125,4094.156,4637.219,4213.619
483,4595.393,4463.271,3426.375,6208.167,3596.871,4578.250,4128.750,4666.906,4225.000
484,4574.143,4485.286,3452.000,6184.417,3620.677,4691.062,4104.500,4768.562,4217.429
485,4579.750,4475.171,3481.625,6175.667,3622.936,4737.438,4101.500,4748.031,4193.881
486,4596.893,4475.500,3476.125,6194.250,3617.516,4701.562,4099.812,4752.844,4205.357
487,4610.286,4464.200,3421.875,6134.583,3618.290,4726.875,4097.062,4760.625,4187.881
488,4598.143,4478.914,3414.750,6095.333,3602.839,4669.375,4077.812,4759.250,4203.619
489,4586.821,4461.128,3473.125,6125.417,3604.226,4666.812,4076.812,4732.688,4208.976
490,4579.536,4445.271,3440.625,6144.583,3584.710,4679.375,4072.625,4717.688,4218.143
491,4630.214,4473.029,3444.500,6066.167,3581.581,4661.875,4052.656,4729.062,4220.095
492,4591.643,4462.843,3420.750,6119.667,3564.194,4645.562,4083.031,4717.688,4213.619
493,4592.893,4490.586,3463.750,6144.500,3583.645,4640.125,4061.156,4706.250,4224.857
494,4599.000,4485.143,3428.875,6192.583,3552.000,4649.875,4044.312,4710.031,4208.643
495,4606.321,4461.429,3450.500,6183.000,3585.613,4632.062,4041.031,4697.062,4216.500
496,4624.964,4440.171,3449.875,6185.583,3572.129,4665.312,4016.812,4678.219,4211.310
497,4573.964,4447.214,3479.625,6286.833,3554.774,4570.938,4006.750,4663.312,4209.238
498,4580.214,4437.814,3443.500,6164.833,3571.258,4608.625,4045.719,4687.312,4218.143
499,4585.714,4438.429,3441.375,6211.167,3552.516,4579.688,4055.719,4665.219,4211.524
500,4583.107,4459.357,3388.500,6221.167,3555.613,4551.688,4075.594,4633.250,4215.190
501,4575.214,4463.157,3422.125,6178.833,3560.936,4566.375,4086.875,4631.406,4227.071
502,4570.929,4463.643,3401.750,6189.167,3583.161,4545.625,4079.844,4630.500,4226.929
503,4559.107,4456.200,3438.500,6137.583,3578.161,4582.188,4045.406,4621.344,4232.143
504,4563.964,4436.114,3450.000,6162.500,3531.645,4529.625,4050.000,4611.531,4212.071
505,4555.857,4445.900,3437.000,6168.250,3548.226,4477.000,4037.656,4653.844,4199.548
506,4590.250,4429.671,3438.625,6133.500,3538.903,4495.000,4050.781,4628.781,4196.952
507,4571.679,4438.286,3404.375,6125.417,3578.194,4522.438,4069.500,4628.969,4231.786
508,4566.464,4471.071,3401.375,6198.083,3561.064,4526.188,4107.688,4644.062,4206.119
509,4586.357,4480.729,3449.125,6205.083,3604.581,4628.938,4168.219,4691.812,4200.667
510,4601.714,4465.257,3410.875,6267.000,3581.645,4680.938,4191.125,4759.906,4220.571
511,4589.143,4488.229,3473.000,6207.000,3631.032,4757.438,4172.531,4777.219,4219.571
512,4593.643,4480.171,3481.500,6251.083,3571.645,4803.250,4193.500,4794.031,4212.381
513,4596.250,4467.914,3442.375,6230.833,3594.032,4755.000,4181.094,4773.344,4200.095
514,4557.714,4463.128,3461.500,6261.000,3583.355,4768.000,4174.500,4775.781,4209.976
515,4590.536,4462.171,3411.125,6223.750,3604.806,4707.500,4149.938,4769.938,4239.310
516,4569.964,4461.271,3453.250,6239.750,3587.032,4705.625,4142.406,4756.531,4210.548
517,4575.071,4444.214,3456.125,6234.917,3598.548,4690.125,4149.375,4752.906,4195.262
518,4606.571,4450.486,3435.375,6162.417,3581.097,4626.812,4124.500,4729.562,4227.024
519,4594.143,4437.057,3430.875,6147.167,3590.839,4652.312,4107.031,4678.312,4225.333
520,4598.036,4445.943,3410.000,6136.417,3597.097,4662.062,4112.750,4678.406,4250.524
521,4579.179,4448.372,3417.000,6149.833,3579.548,4650.812,4130.969,4687.844,4208.357
522,4557.071,4429.000,3470.750,6095.583,3585.645,4648.312,4106.000,4672.625,4194.357
523,4566.607,4441.757,3434.625,6278.333,3555.097,4613.812,4099.406,4680.062,4194.119
524,4548.571,4439.714,3448.000,6158.750,3560.032,4612.812,4103.344,4653.781,4195.833
525,4551.179,4431.886,3428.000,6210.583,3551.452,4596.250,4092.812,4645.250,4219.238
526,4591.107,4464.500,3404.500,6154.083,3561.839,4628.438,4062.812,4647.000,4209.143
527,4536.179,4450.214,3422.125,6169.417,3560.903,4579.250,4080.719,4642.844,4195.095
528,4544.679,4444.014,3413.125,6192.667,3555.581,4570.562,4059.406,4603.781,4198.095
529,4567.500,4441.900,3452.875,6169.833,3559.677,4571.875,4043.312,4659.156,4190.119
530,4571.500,4436.686,3401.500,6099.250,3559.000,4533.312,4035.312,4607.688,4210.976
531,4555.964,4456.543,3430.875,6173.750,3561.742,4552.438,4033.562,4612.688,4196.357
532,4552.536,4444.900,3404.375,6206.667,3543.000,4522.938,4067.875,4611.312,4208.238
533,4560.071,4446.914,3433.125,6190.917,3551.936,4512.562,4023.844,4623.906,4202.810
