 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9
534,4580.607,4443.957,3403.625,6187.667,3552.194,4540.938,4028.438,4601.625,4195.071
535,4567.321,4444.386,3469.500,6205.500,3556.936,4496.312,4023.750,4617.281,4216.286
536,4541.929,4460.929,3420.500,6173.750,3549.226,4559.062,4045.875,4616.531,4195.190
537,4569.321,4458.386,3416.625,6165.167,3539.774,4502.250,4073.812,4619.094,4211.619
538,4576.714,4461.971,3441.750,6170.917,3544.355,4498.125,4063.250,4634.250,4196.881
539,4555.536,4463.271,3414.000,6192.833,3574.226,4481.500,4055.688,4643.688,4195.619
540,4557.036,4471.929,3417.750,6216.500,3510.161,4474.250,4065.031,4659.406,4198.738
541,4581.929,4482.229,3431.375,6083.333,3546.516,4443.438,4050.688,4625.531,4207.333
542,4570.321,4485.714,3404.500,6184.583,3544.774,4462.062,3996.250,4626.125,4202.452
543,4580.571,4452.143,3404.125,6118.083,3540.290,4417.125,4023.562,4589.844,4206.310
544,4561.464,4449.029,3413.250,6126.500,3524.355,4427.750,4020.062,4580.281,4213.262
545,4551.857,4461.986,3396.000,6146.667,3526.645,4408.625,4010.312,4580.000,4193.024
546,4565.964,4448.429,3409.750,6109.833,3527.290,4395.625,4005.531,4575.062,4187.333
547,4548.821,4451.229,3438.625,6121.750,3514.516,4433.375,3985.562,4535.469,4198.429
548,4560.964,4480.886,3402.375,6105.083,3527.097,4437.375,3996.594,4573.969,4207.619
549,4543.500,4483.257,3375.625,6146.083,3504.903,4417.625,3980.750,4603.500,4209.405
550,4544.643,4471.786,3412.625,6184.333,3532.774,4388.500,4004.969,4559.469,4201.452
551,4566.429,4463.486,3447.125,6189.167,3512.516,4403.625,3962.688,4594.562,4228.357
552,4544.357,4473.414,3403.875,6127.333,3506.290,4364.938,3992.688,4611.719,4187.548
553,4556.357,4470.200,3390.000,6125.333,3529.968,4429.062,3982.938,4664.438,4213.000
554,4537.536,4447.714,3431.625,6170.583,3527.903,4582.062,4013.406,4698.688,4221.381
555,4549.071,4448.457,3403.000,6199.667,3533.355,4642.000,3997.906,4739.344,4208.452
556,4541.250,4451.300,3383.750,6184.750,3537.097,4692.125,3974.812,4739.156,4195.976
557,4555.464,4456.443,3465.125,6144.917,3539.129,4675.125,4011.000,4734.719,4229.976
558,4560.214,4460.314,3449.625,6098.750,3541.355,4666.062,3955.531,4740.125,4218.429
559,4573.214,4458.786,3567.750,6128.750,3536.323,4688.188,3956.125,4729.281,4211.476
560,4569.786,4438.971,3647.125,6151.000,3558.000,4660.438,4002.656,4714.469,4196.667
561,4555.214,4451.829,3620.375,6196.083,3524.968,4601.688,4001.750,4685.938,4209.333
562,4532.107,4459.414,3655.375,6143.417,3552.677,4583.812,4004.250,4676.094,4207.119
563,4552.214,4453.486,3621.000,6135.917,3540.710,4548.812,4029.719,4659.812,4208.381
564,4546.000,4441.557,3679.125,6173.167,3524.839,4587.250,3998.406,4653.250,4229.976
565,4533.071,4432.743,3610.000,6120.583,3521.387,4555.062,4012.125,4657.594,4237.905
566,4564.786,4426.400,3610.250,6082.750,3515.064,4548.562,3983.562,4650.531,4221.571
567,4520.143,4435.643,3623.875,6111.417,3511.645,4518.312,3971.250,4615.125,4223.667
568,4534.464,4422.529,3564.000,6122.500,3494.581,4515.938,3953.656,4650.719,4184.214
569,4533.643,4412.100,3583.250,6107.250,3498.548,4514.250,3957.562,4597.281,4241.190
570,4544.964,4404.700,3563.875,6014.833,3469.871,4463.250,3968.562,4591.812,4206.952
571,4511.714,4424.771,3527.500,6126.250,3485.903,4467.562,3899.562,4587.031,4196.048
572,4543.500,4408.943,3564.750,6100.417,3469.516,4455.875,3961.219,4606.719,4201.905
573,4518.000,4429.372,3535.125,6169.167,3500.290,4461.562,3954.469,4634.312,4240.690
574,4551.714,4421.471,3517.750,6122.083,3494.774,4444.375,3933.031,4619.312,4214.024
575,4556.107,4432.671,3519.625,6163.667,3472.774,4463.875,3936.000,4626.625,4223.214
576,4567.786,4422.086,3558.750,6159.083,3491.742,4585.750,3974.781,4671.812,4238.548
577,4533.429,4428.357,3531.500,6211.250,3516.903,4664.062,3935.656,4679.656,4199.929
578,4540.429,4410.729,3470.625,6202.417,3520.226,4735.125,3944.562,4705.500,4226.952
579,4551.821,4397.329,3469.875,6097.833,3496.742,4725.438,3926.969,4669.500,4212.714
580,4550.393,4425.229,3482.875,6122.750,3472.581,4733.062,3922.312,4654.219,4255.000
581,4567.750,4410.600,3508.375,6160.167,3503.806,4658.000,3908.750,4657.125,4238.095
582,4553.607,4389.614,3477.625,6123.583,3491.774,4660.500,3890.125,4617.125,4241.643
583,4549.179,4384.043,3480.375,6088.833,3497.516,4701.500,3880.875,4589.688,4244.143
584,4550.214,4382.943,3466.000,6133.417,3498.581,4613.688,3904.469,4648.656,4240.286
585,4532.286,4387.314,3449.250,6101.250,3465.419,4665.188,3884.406,4583.062,4222.929
586,4529.000,4396.100,3465.125,6065.250,3453.548,4600.250,3874.781,4567.781,4235.429
587,4529.107,4382.386,3485.750,6078.917,3489.064,4568.938,3887.719,4570.562,4231.524
588,4530.750,4389.029,3469.000,6156.000,3493.677,4582.625,3883.469,4581.406,4224.024
589,4544.250,4391.571,3418.250,6175.250,3486.710,4588.938,3857.969,4608.906,4220.976
590,4502.750,4372.229,3432.875,6213.833,3480.161,4540.625,3865.969,4608.500,4229.429
591,4557.893,4372.929,3449.250,6219.500,3470.452,4575.000,3843.781,4587.938,4224.095
592,4560.286,4379.743,3427.375,6163.250,3488.000,4568.812,3865.031,4641.625,4232.714
593,4513.607,4375.786,3437.875,6177.833,3470.581,4510.500,3845.125,4622.469,4209.524
594,4559.286,4348.986,3441.125,6144.000,3464.194,4528.125,3845.625,4612.125,4220.857
595,4522.071,4345.014,3427.250,6140.250,3449.484,4494.500,3827.156,4587.625,4246.000
596,4533.929,4358.043,3407.500,6149.250,3461.258,4493.375,3842.219,4579.250,4240.738
597,4552.714,4355.543,3418.750,6123.750,3453.000,4442.688,3840.625,4608.094,4226.786
598,4542.250,4375.557,3414.875,6126.750,3462.226,4458.438,3821.344,4569.031,4232.095
599,4541.429,4380.657,3423.875,6142.667,3450.742,4452.250,3827.875,4566.688,4225.071
600,4509.536,4379.628,3439.875,6067.000,3441.226,4450.812,3872.531,4573.531,4231.548
601,4549.250,4417.243,3433.750,6165.833,3461.516,4426.750,3874.812,4547.812,4226.262
602,4531.107,4412.043,3375.750,6172.750,3498.871,4394.750,3877.438,4537.875,4225.143
603,4523.071,4404.314,3427.875,6265.667,3463.064,4439.375,3897.750,4579.969,4214.429
604,4530.857,4403.829,3440.500,6178.500,3470.226,4415.812,3916.062,4528.781,4214.071
605,4533.393,4398.100,3407.125,6135.250,3448.968,4393.750,3886.812,4568.438,4218.738
606,4489.214,4399.643,3389.625,6140.500,3458.645,4386.875,3892.281,4558.156,4211.976
607,4526.214,4378.300,3418.125,6187.167,3455.710,4364.625,3873.562,4540.531,4231.571
608,4514.607,4381.186,3418.750,6201.750,3446.645,4347.312,3846.156,4518.062,4223.786
609,4513.250,4380.486,3399.000,6165.833,3435.548,4368.750,3835.469,4500.938,4209.738
610,4494.536,4378.200,3344.750,6215.083,3469.452,4373.062,3850.562,4514.969,4206.405
611,4489.893,4380.157,3413.500,6098.250,3439.452,4338.688,3820.438,4491.531,4219.167
612,4480.714,4382.157,3394.250,6117.250,3434.968,4322.875,3810.156,4467.688,4207.357
613,4509.036,4366.171,3357.250,6071.417,3435.806,4313.938,3826.875,4465.062,4201.286
614,4495.107,4380.057,3405.750,6080.917,3437.710,4282.500,3814.188,4497.875,4228.071
615,4499.107,4357.029,3391.000,6115.583,3453.742,4287.500,3794.375,4460.094,4219.833
616,4509.821,4361.128,3425.250,6091.250,3440.645,4332.625,3826.594,4457.062,4220.929
617,4502.679,4377.186,3414.250,6054.000,3452.290,4270.562,3803.219,4456.062,4220.595
618,4522.214,4353.500,3345.750,6101.167,3444.032,4260.500,3799.781,4447.281,4223.976
619,4525.393,4341.029,3363.875,6122.250,3467.613,4271.062,3794.594,4469.219,4214.881
620,4513.286,4350.229,3379.750,6142.917,3436.806,4293.688,3793.250,4468.812,4224.452
621,4514.107,4349.700,3416.125,6126.833,3435.064,4243.375,3788.875,4490.219,4218.833
622,4516.464,4350.429,3403.375,6144.167,3421.097,4269.688,3799.438,4498.062,4221.405
623,4489.143,4352.057,3391.000,6120.250,3429.097,4242.562,3773.062,4444.438,4219.262
624,4524.357,4362.257,3409.750,6122.583,3417.387,4235.188,3789.000,4423.062,4194.381
625,4540.179,4356.329,3351.000,6101.667,3421.548,4205.188,3794.438,4428.062,4201.833
626,4537.929,4368.057,3399.500,6113.583,3430.226,4208.938,3774.438,4436.719,4223.381
627,4530.893,4367.000,3397.125,6007.417,3414.677,4179.000,3753.625,4434.594,4204.714
628,4498.464,4344.014,3390.250,6131.333,3420.097,4225.500,3761.719,4452.719,4201.381
629,4508.357,4341.614,3371.000,6102.333,3415.903,4180.312,3747.875,4423.750,4215.190
630,4515.071,4347.171,3379.000,6114.250,3421.419,4177.188,3747.031,4431.406,4212.214
631,4503.214,4347.114,3424.750,6058.417,3417.000,4137.812,3755.281,4445.156,4213.214
632,4525.607,4337.157,3409.375,6082.583,3434.452,4164.750,3755.625,4433.750,4204.952
633,4488.607,4352.314,3394.250,6104.333,3431.323,4178.438,3764.562,4420.125,4189.881
634,4509.107,4315.329,3469.500,6159.500,3429.516,4192.750,3753.438,4433.469,4206.905
635,4519.821,4333.600,3411.500,6217.083,3429.774,4377.750,3750.062,4426.938,4195.857
636,4478.893,4341.628,3433.125,6206.083,3455.871,4411.500,3764.344,4456.000,4211.024
637,4505.643,4335.771,3415.750,6205.583,3438.581,4406.812,3772.281,4449.938,4216.571
638,4489.071,4326.900,3420.375,6123.583,3440.806,4415.938,3762.844,4448.531,4184.333
639,4516.000,4333.100,3392.000,6154.250,3447.645,4429.125,3751.625,4446.562,4204.024
640,4524.429,4333.714,3398.875,6113.833,3425.516,4396.312,3741.469,4431.469,4196.262
641,4537.000,4341.829,3395.500,6128.000,3450.194,4407.000,3778.812,4424.250,4222.000
642,4514.071,4340.957,3378.000,6102.750,3472.355,4374.375,3857.438,4412.500,4205.310
643,4503.214,4371.086,3414.250,6060.500,3473.290,4344.625,3971.969,4407.375,4208.024
644,4488.679,4371.372,3393.250,6105.917,3463.064,4322.562,4006.906,4403.656,4200.810
645,4514.857,4372.443,3365.625,6108.667,3444.194,4314.625,3965.656,4399.312,4194.119
646,4488.179,4370.057,3372.375,6103.667,3480.613,4301.250,3998.219,4417.656,4222.857
647,4526.607,4361.614,3444.875,6097.750,3470.645,4326.000,4001.781,4411.031,4193.429
648,4500.357,4368.814,3411.500,6092.250,3480.323,4291.750,3954.531,4407.281,4210.833
649,4491.786,4375.171,3388.750,6100.750,3462.484,4264.625,3976.938,4420.656,4198.000
650,4528.179,4377.000,3390.250,6172.333,3433.677,4319.500,3983.375,4397.469,4211.071
651,4473.000,4378.700,3386.750,6141.917,3435.097,4285.562,3943.469,4410.188,4201.071
652,4504.964,4364.829,3372.000,6095.250,3458.548,4225.875,3922.781,4399.344,4199.762
653,4522.071,4370.957,3387.125,6129.917,3444.871,4277.250,3945.375,4401.375,4200.048
654,4502.393,4374.400,3403.625,6145.833,3450.452,4202.812,3936.812,4402.000,4204.238
655,4495.036,4369.229,3399.000,6114.917,3450.161,4224.875,3913.688,4379.188,4226.690
656,4525.464,4354.914,3379.375,6132.083,3456.774,4205.375,3924.406,4397.125,4188.333
657,4502.607,4354.514,3371.250,6103.333,3432.161,4209.438,3917.562,4377.688,4203.762
658,4488.536,4344.957,3410.625,6105.333,3420.161,4217.125,3889.719,4367.688,4207.190
659,4503.179,4345.057,3378.125,6108.750,3436.258,4200.312,3897.656,4389.719,4207.119
660,4483.643,4333.157,3327.500,6150.583,3428.548,4167.250,3917.969,4386.250,4188.024
661,4487.143,4332.243,3415.875,6120.250,3448.226,4157.000,3879.062,4442.938,4203.095
662,4514.929,4350.986,3366.500,6187.250,3440.774,4193.250,3881.688,4478.594,4194.024
663,4482.607,4339.628,3321.125,6125.250,3452.258,4197.062,3876.938,4486.750,4210.810
664,4509.250,4325.057,3399.375,6153.750,3420.484,4159.812,3853.500,4476.906,4182.619
665,4488.036,4359.543,3381.125,6100.167,3426.129,4140.750,3860.812,4500.219,4212.500
666,4493.893,4328.200,3377.750,6107.583,3437.323,4130.875,3864.438,4502.156,4182.929
667,4527.071,4325.628,3396.625,6149.833,3421.419,4135.750,3818.812,4497.094,4188.262
668,4497.857,4320.071,3396.500,6125.417,3423.936,4113.000,3859.250,4464.438,4177.571
669,4506.464,4307.943,3362.000,6120.083,3426.419,4114.875,3825.844,4474.312,4193.667
670,4512.964,4328.557,3403.375,6081.167,3411.258,4091.125,3817.188,4469.312,4222.762
671,4510.107,4310.829,3375.375,6104.167,3413.226,4082.500,3814.938,4442.375,4216.857
672,4503.214,4270.700,3365.625,6071.417,3379.871,4072.312,3790.344,4460.781,4193.833
673,4468.679,4317.486,3388.500,6057.250,3412.581,4098.375,3834.219,4424.344,4190.214
674,4490.821,4292.600,3369.500,6034.083,3377.419,4055.688,3791.188,4464.656,4203.690
675,4488.214,4304.243,3385.500,6094.583,3385.484,4067.562,3786.438,4442.500,4206.333
676,4516.607,4282.043,3390.375,6016.000,3378.839,4061.312,3799.625,4418.000,4210.786
677,4483.321,4278.029,3425.250,6010.583,3400.064,4053.562,3771.125,4418.938,4186.095
678,4497.786,4302.786,3367.125,6020.083,3386.871,4060.312,3747.281,4447.875,4183.071
679,4492.429,4293.271,3354.500,5955.250,3400.581,4037.625,3774.688,4409.469,4206.905
680,4468.464,4274.929,3350.250,6015.250,3386.581,4031.750,3764.156,4435.812,4205.500
681,4493.821,4304.600,3390.625,6010.917,3410.194,4026.750,3731.844,4387.500,4201.667
682,4496.357,4285.043,3403.625,5965.500,3393.097,4009.562,3758.719,4398.750,4188.286
683,4502.036,4289.157,3389.000,5999.167,3401.452,4002.062,3742.125,4421.031,4190.976
684,4517.071,4273.814,3373.125,6045.667,3399.742,3977.875,3739.688,4397.469,4191.810
685,4495.821,4293.314,3403.125,6071.500,3382.419,3997.938,3752.062,4418.750,4193.619
686,4484.143,4291.128,3382.500,5983.167,3385.871,3985.188,3731.969,4408.969,4202.357
687,4515.571,4258.872,3375.375,6067.667,3364.742,3992.000,3746.188,4393.406,4189.762
688,4464.321,4282.100,3362.625,6088.167,3377.387,3966.875,3742.188,4416.562,4191.857
689,4496.036,4288.257,3356.375,6075.250,3402.936,4003.000,3738.562,4394.344,4193.333
690,4497.321,4282.200,3350.625,6059.417,3406.387,3971.312,3726.125,4417.656,4208.262
691,4458.500,4299.486,3406.500,6014.917,3390.032,3966.312,3716.844,4414.094,4187.714
692,4518.893,4313.029,3384.375,6022.417,3395.839,3956.375,3724.781,4389.500,4219.762
693,4515.607,4308.143,3388.250,6008.417,3375.548,3958.562,3721.219,4401.219,4190.357
694,4543.071,4325.386,3391.500,5993.750,3376.548,3948.500,3710.594,4384.969,4173.048
695,4490.214,4324.743,3384.500,5978.417,3372.936,3963.188,3717.312,4392.250,4185.000
696,4475.643,4313.757,3435.625,5968.917,3364.290,3917.500,3698.312,4374.375,4191.476
697,4463.964,4316.557,3385.625,5965.167,3368.806,3961.812,3696.969,4368.219,4207.452
698,4485.893,4303.486,3355.625,5958.583,3373.742,3906.125,3697.219,4364.188,4188.643
699,4493.893,4289.343,3349.500,5986.417,3389.581,3928.000,3684.906,4327.531,4198.476
700,4481.821,4307.857,3369.875,5960.250,3367.806,4051.562,3711.844,4364.250,4205.976
701,4528.357,4316.628,3400.500,5987.917,3410.806,4250.062,3795.906,4391.281,4194.833
702,4509.929,4332.229,3372.500,6072.583,3442.097,4392.875,3892.219,4471.250,4230.619
703,4514.714,4345.171,3390.375,6120.333,3467.161,4426.938,3946.625,4527.938,4202.952
704,4501.500,4374.486,3407.750,6126.583,3458.129,4400.625,3956.781,4527.031,4188.786
705,4507.750,4359.029,3443.000,6107.250,3461.387,4367.812,3973.031,4506.312,4207.548
706,4493.607,4364.329,3421.125,6050.833,3448.323,4361.500,3965.000,4557.094,4201.714
707,4508.071,4352.686,3405.250,6057.333,3442.742,4383.562,3964.469,4529.938,4187.762
708,4513.607,4354.557,3424.750,6045.167,3414.548,4322.938,3964.844,4503.938,4210.381
709,4505.571,4341.157,3471.625,6117.583,3437.742,4326.312,3914.781,4508.000,4194.524
710,4526.214,4347.329,3418.875,6007.500,3470.419,4288.625,3940.875,4480.938,4216.500
711,4472.714,4317.700,3471.125,6050.333,3412.581,4312.938,3894.438,4483.000,4196.262
712,4483.607,4350.243,3417.375,6097.750,3424.806,4301.188,3887.125,4492.531,4201.095
713,4504.179,4345.128,3474.500,6096.083,3460.806,4244.688,3898.938,4485.719,4207.429
714,4487.750,4334.614,3436.625,6095.167,3414.258,4284.250,3885.469,4446.438,4194.786
715,4493.643,4316.743,3392.375,6119.000,3414.064,4263.562,3887.719,4443.438,4195.476
716,4498.964,4338.171,3406.125,6085.167,3425.484,4211.000,3898.531,4438.594,4200.524
717,4469.500,4320.486,3386.250,6073.417,3404.290,4207.750,3851.562,4442.125,4186.548
718,4493.750,4321.800,3390.500,6091.833,3395.613,4171.688,3842.312,4443.406,4218.667
719,4471.964,4315.329,3408.375,6099.167,3405.548,4212.562,3808.875,4418.688,4212.500
720,4473.714,4308.543,3432.125,6094.417,3403.645,4134.438,3808.875,4414.438,4200.595
721,4490.250,4310.786,3426.375,6039.167,3420.194,4209.875,3814.969,4422.594,4204.714
722,4484.536,4295.671,3388.875,6059.333,3389.806,4163.750,3798.469,4395.375,4173.643
723,4482.179,4304.743,3416.375,6043.000,3398.742,4115.438,3782.656,4455.250,4199.762
724,4454.179,4298.829,3425.375,6064.250,3376.548,4151.000,3768.562,4386.062,4183.714
725,4522.786,4292.400,3413.500,6067.417,3387.806,4121.500,3777.812,4403.719,4186.333
726,4470.857,4292.743,3388.750,5997.167,3383.742,4126.875,3796.812,4415.688,4191.119
727,4498.607,4255.557,3385.250,5958.417,3357.677,4082.125,3761.188,4389.250,4191.476
728,4467.857,4296.486,3377.500,5964.000,3390.452,4082.500,3729.688,4392.281,4192.881
729,4476.393,4282.286,3358.500,5938.250,3361.936,4064.812,3748.562,4390.750,4188.167
730,4472.393,4264.043,3413.625,6019.500,3362.161,4078.750,3746.938,4352.125,4190.476
731,4467.714,4278.372,3398.750,5936.583,3358.645,4034.562,3761.969,4378.375,4189.857
732,4457.250,4275.886,3391.125,5924.167,3370.064,4038.688,3712.906,4395.438,4198.452
733,4487.036,4264.600,3395.125,5952.167,3372.806,4036.062,3727.062,4359.125,4201.762
734,4474.857,4262.300,3412.625,5989.417,3353.032,4056.500,3722.062,4387.906,4189.643
735,4484.893,4267.271,3378.375,5962.167,3362.258,4014.062,3714.562,4385.656,4195.405
736,4461.393,4262.372,3405.000,5923.583,3354.806,4028.562,3720.125,4337.594,4202.881
737,4496.250,4288.957,3387.875,5998.750,3365.806,4027.125,3723.000,4361.500,4202.405
738,4459.143,4292.257,3430.750,6055.500,3363.806,3983.000,3706.969,4392.438,4184.238
739,4503.107,4297.586,3488.125,6044.750,3369.258,4021.375,3701.906,4382.062,4191.357
740,4512.143,4292.571,3426.500,6023.167,3349.064,3975.875,3704.844,4378.719,4204.238
741,4482.393,4295.829,3406.625,6051.083,3360.903,3959.250,3698.688,4361.062,4197.190
742,4490.679,4296.043,3387.375,5997.167,3361.581,3967.875,3682.938,4367.188,4191.714
743,4474.179,4277.557,3405.500,6030.500,3348.452,3980.250,3712.312,4332.625,4197.976
744,4476.321,4296.700,3383.000,6061.417,3368.516,3979.938,3698.844,4376.656,4199.214
745,4490.250,4259.043,3383.875,6083.583,3350.677,3991.250,3707.938,4356.500,4203.810
746,4483.357,4269.471,3381.875,6030.833,3378.032,3970.375,3695.656,4365.188,4198.476
747,4491.250,4293.128,3410.875,5990.333,3392.355,3962.875,3696.469,4356.812,4185.333
748,4491.036,4277.200,3379.875,5991.000,3381.613,3936.250,3681.688,4360.719,4207.595
749,4485.179,4279.986,3375.125,6021.000,3369.000,3933.562,3702.625,4374.812,4209.524
750,4460.357,4272.814,3370.875,6055.917,3386.839,4086.250,3709.094,4394.375,4186.286
751,4483.536,4280.957,3414.125,6123.417,3382.839,4275.312,3706.031,4409.250,4192.595
752,4501.357,4272.628,3385.500,6052.583,3426.516,4355.938,3736.688,4449.062,4213.905
753,4477.393,4267.372,3425.750,6125.083,3401.355,4392.250,3692.656,4436.562,4210.357
754,4510.750,4277.071,3393.750,6050.333,3418.516,4368.438,3689.062,4406.750,4208.595
755,4481.571,4270.057,3422.125,6099.000,3394.871,4355.812,3672.469,4387.188,4228.262
756,4469.571,4273.514,3387.750,6071.583,3386.032,4356.938,3672.969,4376.031,4219.500
757,4502.964,4249.671,3396.625,6005.167,3369.968,4328.062,3692.312,4399.906,4200.405
758,4491.821,4263.114,3434.375,6061.333,3372.290,4325.250,3672.406,4401.562,4192.286
759,4500.321,4268.171,3362.250,5946.833,3394.000,4288.062,3649.125,4398.562,4192.929
760,4482.036,4257.671,3416.125,6006.750,3385.355,4282.062,3669.844,4366.844,4168.262
761,4463.036,4270.214,3351.000,6022.750,3373.548,4236.375,3673.312,4376.125,4210.000
762,4477.500,4246.329,3386.625,5997.000,3349.226,4259.750,3654.062,4357.656,4197.262
763,4442.607,4264.471,3376.750,6009.167,3374.452,4229.062,3666.812,4355.469,4213.286
764,4512.321,4234.943,3396.375,5996.500,3409.484,4259.250,3649.781,4363.188,4171.762
765,4445.964,4255.586,3430.750,5974.000,3368.032,4213.250,3650.469,4376.594,4188.429
766,4458.893,4257.700,3370.125,5950.167,3388.903,4227.875,3635.312,4341.125,4200.333
767,4474.179,4260.743,3359.750,6004.083,3392.387,4185.125,3636.031,4352.219,4190.429
768,4481.393,4254.800,3385.000,5970.333,3381.064,4193.250,3623.531,4340.250,4202.905
769,4498.071,4246.286,3387.500,5927.750,3359.581,4153.250,3598.125,4342.031,4207.119
770,4473.821,4243.786,3377.000,5990.250,3368.871,4149.125,3614.375,4365.844,4220.119
771,4503.464,4256.500,3400.125,6008.083,3373.484,4218.812,3617.469,4356.219,4214.643
772,4476.536,4258.300,3348.625,6023.667,3361.484,4138.562,3621.781,4360.188,4194.429
773,4469.964,4234.114,3401.625,6056.417,3370.355,4198.312,3625.781,4328.656,4200.810
774,4472.750,4240.114,3428.500,6093.500,3367.161,4163.938,3604.312,4368.594,4187.524
775,4511.893,4247.171,3384.625,6112.583,3340.710,4135.438,3634.781,4325.719,4197.643
776,4522.429,4241.729,3380.750,6066.917,3382.613,4171.438,3633.062,4341.125,4201.024
777,4459.071,4238.400,3379.875,6058.167,3370.548,4179.188,3619.188,4357.562,4212.286
778,4493.500,4251.214,3410.375,6038.667,3360.677,4152.562,3615.688,4347.094,4229.143
779,4499.107,4239.771,3385.750,6033.167,3343.161,4166.188,3614.062,4364.625,4200.310
780,4483.821,4237.971,3381.250,6037.417,3358.645,4153.250,3621.219,4358.438,4179.095
781,4467.393,4238.600,3405.750,5990.917,3344.484,4148.188,3580.625,4353.688,4204.762
782,4469.679,4244.886,3377.375,6041.583,3355.968,4148.125,3603.406,4369.312,4189.452
783,4483.857,4237.514,3366.875,6002.167,3372.032,4147.938,3603.750,4329.656,4200.381
784,4474.214,4254.557,3332.375,5957.667,3349.710,4122.500,3599.281,4344.188,4213.500
785,4480.821,4239.986,3369.875,5993.500,3335.936,4127.188,3618.438,4351.625,4210.571
786,4467.643,4234.757,3365.875,5997.083,3342.323,4130.938,3605.562,4353.844,4224.500
787,4508.893,4235.071,3386.000,5940.417,3338.806,4138.812,3573.781,4317.812,4204.429
788,4465.714,4230.343,3455.500,5983.750,3369.097,4132.000,3603.188,4322.844,4207.976
789,4460.107,4231.100,3386.750,6092.500,3370.806,4085.625,3581.969,4348.250,4186.167
790,4483.714,4252.386,3406.750,6011.167,3353.613,4103.875,3638.625,4362.656,4186.119
791,4496.964,4244.857,3354.625,6019.250,3363.613,4134.500,3656.000,4336.625,4203.619
792,4494.750,4263.600,3339.000,6084.583,3360.226,4078.562,3695.938,4353.250,4187.667
793,4519.429,4263.543,3397.250,6024.583,3380.871,4103.312,3690.250,4353.969,4185.119
794,4466.500,4267.571,3377.875,6012.833,3369.064,4067.688,3693.344,4337.219,4198.190
795,4489.464,4272.786,3352.500,6099.500,3354.710,4056.688,3694.375,4353.250,4201.310
796,4469.250,4274.586,3367.875,6055.417,3365.032,4086.938,3675.344,4319.062,4208.667
797,4511.321,4266.743,3347.625,6015.500,3345.323,4057.250,3662.344,4321.594,4205.024
798,4468.857,4276.986,3401.125,6010.167,3367.806,4067.438,3653.906,4319.000,4223.905
799,4472.464,4262.071,3399.625,6005.583,3349.774,4055.188,3638.844,4328.906,4186.286
800,4487.429,4263.557,3398.750,6005.917,3343.613,4013.812,3660.719,4340.438,4200.690
