 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
201,7475.222,7037.615,6111.727,6638.583,6066.206,4075.875,7776.167,7178.083,6054.596,4403.667,5079.909,9574.833
202,7527.639,7052.000,6041.818,6683.833,6068.382,4172.625,7797.500,7196.250,6096.019,4417.524,5080.000,9521.500
203,7526.361,7066.269,5991.091,6650.750,6051.471,4094.000,7839.167,7181.783,6058.904,4369.381,5038.364,9611.250
204,7501.667,7016.846,6034.727,6710.917,6092.912,4093.500,7889.333,7156.750,6091.461,4438.667,5071.364,9567.917
205,7522.389,7062.500,6043.409,6692.250,6072.794,4067.000,7867.333,7186.017,6092.269,4401.762,5047.273,9569.583
206,7525.722,7039.115,6058.909,6720.333,6097.500,4167.875,7852.000,7175.600,6071.096,4459.714,5031.182,9624.667
207,7508.639,7045.461,6096.273,6658.500,6086.000,4153.500,7824.833,7158.117,6099.942,4414.857,5031.909,9568.833
208,7526.028,7024.577,6044.500,6680.583,6071.912,4117.250,7834.667,7137.683,6079.346,4418.857,5058.818,9560.583
209,7493.833,6977.461,6042.045,6593.667,6073.676,4085.875,7842.667,7128.450,6073.461,4442.095,5136.273,9603.167
210,7481.556,7056.923,6083.205,6626.667,6062.059,4133.750,7783.333,7125.583,6039.827,4406.143,5053.818,9592.917
211,7520.250,7037.308,6007.568,6609.667,6041.676,4162.125,7819.333,7145.717,6001.192,4429.762,5040.000,9630.250
212,7526.056,7052.731,6081.909,6584.333,6060.000,4113.875,7811.333,7121.367,6040.789,4433.905,5034.091,9584.417
213,7518.611,6994.385,6061.909,6664.417,6031.235,4099.000,7894.333,7129.283,5998.481,4427.667,5052.545,9602.583
214,7541.972,7038.500,6063.000,6617.833,6025.029,4084.625,7696.333,7122.333,6022.154,4434.667,5060.545,9627.000
215,7506.778,7049.154,6087.727,6670.583,6038.647,4103.375,7726.333,7080.717,6006.269,4426.381,5039.545,9629.167
216,7537.028,7004.692,6085.568,6680.000,5997.529,4098.125,7747.667,7079.133,6020.885,4421.381,5052.455,9520.750
217,7542.806,6990.231,6017.023,6628.500,6004.559,4128.250,7733.167,7084.867,6010.865,4397.476,5068.727,9545.417
218,7520.861,7035.846,6022.227,6638.333,5989.588,4097.625,7699.000,7089.067,5970.077,4411.476,5023.818,9623.333
219,7505.861,7008.731,5986.432,6648.917,6012.412,4114.750,7695.500,7072.933,5990.635,4387.571,5106.636,9579.750
220,7524.972,6987.308,6040.000,6628.250,5955.529,4093.125,7722.167,7052.183,5968.596,4413.952,5006.182,9575.333
221,7531.444,7052.615,6021.409,6605.833,5949.235,4091.250,7633.167,7022.450,6009.827,4391.190,5088.091,9604.917
222,7498.583,7011.654,6034.659,6649.917,5991.794,4152.500,7541.667,7021.617,6022.346,4410.333,5061.364,9587.833
223,7530.500,7016.923,6014.386,6669.000,5960.235,4129.500,7693.000,7036.917,5982.058,4448.714,5083.636,9534.583
224,7500.917,6987.846,6012.977,6559.417,5949.000,4143.875,7633.500,7019.950,6001.385,4424.429,5086.091,9564.083
225,7492.611,6939.039,5984.727,6610.083,5975.529,4057.875,7620.333,7009.450,6006.654,4414.619,5051.545,9671.917
226,7518.194,7000.692,5938.614,6592.333,5935.529,4020.375,7583.667,6986.117,5970.711,4392.333,5038.727,9508.000
227,7494.944,7007.000,5901.614,6633.000,5927.971,4055.875,7583.333,6989.267,6016.961,4377.905,5086.000,9574.750
228,7504.917,7010.308,5958.500,6577.417,5927.647,4096.375,7547.167,6960.167,5995.327,4380.952,5002.455,9633.083
229,7491.722,7027.500,5977.705,6641.750,5955.882,4094.625,7516.833,6940.117,5989.654,4404.667,5077.455,9566.583
230,7498.278,6978.961,5928.864,6627.167,5921.971,4055.500,7554.333,6933.217,5988.750,4376.714,5031.545,9598.000
231,7548.583,7017.154,5967.773,6552.833,5894.647,4137.875,7511.500,6928.967,6012.019,4425.000,5099.545,9582.917
232,7514.639,6983.885,5983.932,6593.250,5886.794,4126.750,7489.833,6928.200,5988.461,4402.000,5027.273,9568.000
233,7479.222,7023.769,5971.023,6663.667,5902.353,4124.250,7538.000,6887.517,5963.923,4423.000,5040.273,9591.917
234,7494.083,7028.308,5984.068,6612.083,5874.824,4133.625,7507.667,6852.217,5959.558,4403.286,5019.909,9490.333
235,7511.083,6956.077,6013.886,6622.750,5860.029,4104.875,7485.500,6900.233,5956.365,4383.714,5031.727,9588.250
236,7528.250,6996.461,5938.318,6573.833,5846.353,4126.500,7494.667,6868.233,5952.154,4415.714,5091.273,9572.583
237,7493.889,7001.423,5990.318,6556.250,5882.294,4121.000,7478.000,6870.283,5940.308,4408.714,5026.909,9638.833
238,7493.194,6995.539,5967.909,6602.417,5837.588,4106.250,7398.500,6837.067,5899.731,4405.381,5056.364,9526.167
239,7502.500,6992.039,5984.182,6598.917,5820.912,4055.500,7379.333,6823.833,5910.231,4368.286,5052.000,9532.667
240,7492.306,7031.346,5911.773,6607.333,5809.324,4081.875,7423.167,6817.033,5870.596,4393.286,5076.818,9508.833
241,7494.583,6978.769,5900.136,6612.167,5807.176,4101.750,7376.167,6789.483,5846.231,4430.476,5013.000,9448.750
242,7480.833,6990.115,5911.477,6577.833,5796.882,4072.375,7247.833,6743.650,5829.808,4404.667,5090.727,9484.917
243,7523.028,6981.923,5922.795,6569.083,5788.000,4049.250,7342.167,6726.400,5834.404,4396.143,5050.091,9525.500
244,7487.889,6977.885,5926.977,6603.083,5746.735,4041.625,7269.500,6696.733,5835.000,4366.286,5026.273,9543.333
245,7519.861,6928.039,5896.068,6629.667,5777.294,4039.250,7260.000,6697.367,5853.461,4395.714,5052.000,9496.417
246,7471.972,6987.461,5873.273,6599.167,5742.971,4052.250,7228.167,6674.867,5821.231,4417.524,5002.636,9474.667
247,7531.333,7000.500,5910.750,6581.167,5773.176,4094.750,7296.833,6654.333,5796.961,4406.952,4997.273,9410.667
248,7520.528,6960.961,5887.205,6631.583,5718.912,4096.750,7299.833,6634.867,5791.231,4428.095,5102.000,9535.750
249,7510.722,6969.846,5898.818,6563.083,5706.794,4116.875,7146.500,6603.617,5777.385,4377.762,5047.818,9398.083
250,7535.222,6980.500,5916.591,6569.583,5674.118,4129.500,7174.167,6588.600,5748.827,4382.429,5086.091,9494.833
251,7486.306,6926.769,5863.182,6576.167,5687.559,4046.750,7155.500,6540.683,5789.635,4390.000,5027.636,9424.750
252,7516.778,6987.115,5858.023,6538.667,5707.853,4057.125,7168.333,6542.467,5764.635,4415.286,5052.182,9525.583
253,7517.250,6976.615,5905.727,6566.083,5696.000,4091.875,7104.667,6502.867,5752.231,4376.429,5018.091,9436.500
254,7473.972,6989.731,5908.114,6543.417,5690.265,4049.500,7098.833,6464.067,5753.154,4408.714,5011.364,9434.583
255,7540.639,6970.077,5851.568,6557.083,5660.588,4103.125,6999.000,6474.150,5753.904,4413.381,5046.545,9409.167
256,7491.278,6983.039,5862.159,6586.167,5627.500,4093.250,7069.333,6434.950,5743.596,4373.000,5053.909,9393.667
257,7542.306,6985.808,5874.091,6545.917,5625.235,4092.625,7086.833,6399.800,5684.250,4346.286,5064.182,9379.667
258,7516.111,6972.346,5871.045,6561.083,5641.559,4052.875,7092.833,6395.033,5697.961,4383.143,5042.909,9434.500
259,7520.667,7000.308,5905.977,6600.000,5621.235,4120.750,7021.000,6342.750,5709.423,4395.714,5053.273,9399.583
260,7504.861,6976.731,5911.727,6553.833,5630.647,4078.750,6974.000,6336.267,5695.615,4370.476,5043.909,9387.500
261,7532.250,6922.346,5865.341,6534.167,5580.235,4091.875,7053.500,6325.117,5695.846,4412.095,4999.364,9337.500
262,7499.444,6974.731,5938.864,6563.083,5604.676,4099.750,7063.500,6311.717,5681.500,4380.048,5054.182,9341.083
263,7514.611,6944.500,5905.545,6545.417,5579.912,4069.375,6896.000,6288.800,5665.789,4404.190,5065.545,9374.667
264,7502.528,6971.692,5860.000,6534.167,5574.118,4099.375,6971.833,6242.700,5661.365,4361.048,4986.364,9308.750
265,7494.944,6955.115,5883.068,6551.500,5572.588,4099.250,6853.667,6223.383,5623.327,4371.143,5044.273,9277.167
266,7513.639,6929.846,5958.841,6576.667,5548.000,4081.375,6891.000,6226.133,5584.096,4360.571,5024.636,9350.167
267,7490.806,6946.692,5834.205,6532.417,5511.912,4068.875,6903.500,6179.983,5589.211,4374.857,5050.455,9273.083
268,7464.361,6953.385,5864.795,6502.250,5536.706,4103.375,6857.500,6189.233,5569.981,4387.238,5014.909,9288.833
269,7515.833,6914.577,5902.477,6511.000,5501.059,4124.125,6789.333,6155.250,5551.231,4372.571,5042.909,9280.833
270,7516.611,6922.885,5854.659,6514.833,5512.324,4015.625,6848.333,6131.900,5525.961,4395.619,5064.727,9231.000
271,7531.250,6931.308,5833.795,6525.667,5485.088,4017.625,6830.000,6159.617,5509.673,4372.714,5054.273,9278.000
272,7523.444,6919.231,5886.341,6494.250,5479.088,4086.000,6746.167,6091.233,5512.923,4383.238,5040.727,9248.750
273,7481.000,6950.269,5796.614,6539.417,5465.794,4052.875,6742.833,6088.467,5523.423,4378.619,5058.727,9287.667
274,7500.500,6897.077,5893.682,6601.083,5435.853,4096.875,6718.667,6096.783,5471.731,4384.429,5031.636,9228.833
275,7514.944,6924.961,5876.773,6538.083,5439.735,4108.625,6727.167,6022.833,5460.692,4377.857,5058.636,9227.167
276,7531.278,6905.923,5849.932,6556.083,5423.353,4008.375,6605.333,6040.533,5449.692,4378.810,5001.000,9144.833
277,7463.722,6928.461,5903.227,6485.250,5423.353,4051.875,6636.000,5985.500,5444.519,4346.619,5032.818,9232.833
278,7478.944,6937.961,5906.250,6508.250,5399.559,4040.000,6652.667,5974.533,5405.058,4389.429,5059.364,9206.833
279,7456.556,6897.731,5861.727,6521.917,5400.941,4047.125,6624.500,5957.000,5413.423,4382.524,5055.091,9152.917
280,7460.361,6966.039,5895.614,6575.333,5369.676,4011.125,6458.333,5958.217,5368.654,4385.429,5068.273,9141.250
281,7473.639,6898.385,5915.500,6533.333,5375.676,4038.500,6590.333,5921.050,5394.173,4372.333,5040.091,9060.917
282,7470.861,6965.500,5822.045,6523.250,5365.735,4037.625,6643.667,5899.933,5354.635,4386.762,5025.000,9104.583
283,7484.250,6908.077,5882.886,6494.250,5320.971,4068.375,6478.667,5923.900,5340.789,4359.381,5050.636,9083.917
284,7431.389,6899.615,5915.682,6478.750,5323.029,4049.875,6522.500,5909.650,5315.731,4376.857,5053.091,9051.500
285,7492.000,6949.539,5838.159,6429.667,5323.029,4080.375,6498.333,5882.783,5309.365,4356.429,5036.909,9051.167
286,7454.556,6917.577,5854.205,6520.583,5296.765,4044.750,6561.000,5870.117,5309.019,4351.857,5005.182,9024.583
287,7436.917,6911.923,5833.864,6527.083,5272.824,4094.250,6446.667,5830.233,5297.711,4342.762,4991.273,9082.250
288,7461.194,6908.961,5773.500,6490.333,5260.559,4045.125,6395.500,5829.683,5293.000,4399.571,5038.364,9015.250
289,7459.361,6875.731,5822.136,6558.333,5256.029,4031.500,6357.500,5805.750,5264.154,4400.381,5045.909,8999.583
290,7449.806,6896.769,5845.000,6520.667,5228.118,4088.750,6370.833,5747.150,5267.885,4373.905,5015.000,8971.000
291,7447.250,6917.846,5838.682,6524.917,5238.676,4094.250,6376.667,5735.817,5259.096,4356.143,5055.818,8956.000
292,7438.028,6917.423,5780.091,6440.750,5206.382,4027.875,6325.000,5729.517,5246.039,4368.143,5032.182,8972.917
293,7460.694,6910.808,5852.159,6483.667,5196.971,4049.125,6339.667,5712.083,5233.019,4369.190,5047.545,8951.750
294,7415.111,6934.885,5791.773,6459.583,5195.559,4074.750,6295.833,5687.183,5236.961,4343.381,5051.000,8939.750
295,7420.556,6944.615,5778.523,6456.417,5182.294,4068.125,6259.333,5656.133,5224.365,4388.571,5029.364,8876.833
296,7415.611,6943.000,5784.045,6523.667,5146.441,4095.000,6280.667,5628.333,5213.192,4393.000,5041.818,8930.500
297,7416.694,6873.654,5799.614,6505.500,5138.000,3990.625,6262.833,5603.650,5205.000,4366.571,4997.636,8950.583
298,7402.917,6909.231,5783.432,6509.500,5152.235,4078.750,6275.333,5573.633,5198.635,4390.381,5034.636,8857.500
299,7358.611,6907.808,5837.568,6483.000,5131.147,4040.750,6148.833,5552.167,5168.635,4342.381,5024.364,8870.583
300,7408.000,6895.923,5804.432,6496.917,5084.676,4053.000,6195.167,5516.767,5165.731,4322.619,5038.091,8817.917
301,7428.056,6864.808,5786.318,6498.917,5093.029,4080.375,6135.667,5513.067,5172.077,4335.952,5036.455,8831.250
302,7389.694,6886.000,5780.636,6459.583,5069.000,4048.750,6082.000,5487.817,5139.923,4377.762,4998.636,8742.667
303,7394.667,6837.461,5849.545,6559.250,5076.676,4052.375,6133.000,5455.733,5116.423,4376.286,5034.091,8710.167
304,7396.611,6873.692,5796.864,6478.583,5053.971,4037.625,6077.167,5441.100,5099.231,4385.286,5039.364,8780.583
305,7383.139,6852.846,5830.409,6517.583,5048.353,4052.500,6173.833,5406.267,5131.000,4357.048,5030.000,8721.750
306,7411.556,6870.769,5822.091,6456.917,5002.353,4098.125,6074.000,5399.750,5101.923,4356.667,5023.000,8725.167
307,7393.000,6875.039,5813.409,6486.917,5011.647,4085.500,6054.667,5347.583,5105.846,4347.667,5008.364,8670.083
308,7347.306,6860.577,5838.114,6425.583,5015.706,4033.750,6058.667,5375.533,5095.423,4364.857,5046.545,8670.000
309,7381.111,6864.577,5835.750,6459.417,4993.588,4076.500,6006.333,5356.933,5077.481,4363.857,5009.091,8639.167
310,7393.278,6825.385,5782.068,6469.333,4969.853,4045.875,6017.000,5329.600,5097.615,4359.190,5007.455,8646.667
311,7379.083,6876.385,5825.341,6454.833,4993.647,4026.125,5973.500,5299.400,5067.500,4355.762,5057.636,8678.750
312,7333.694,6872.000,5824.477,6442.583,4969.971,4030.875,5999.333,5289.683,5077.789,4355.667,5027.727,8604.500
313,7375.917,6878.000,5821.318,6469.500,4960.235,4014.625,5944.167,5272.033,5079.904,4366.143,5010.273,8621.167
314,7362.111,6858.961,5776.955,6455.250,4956.882,4057.500,5940.500,5258.067,5062.423,4352.905,4998.273,8603.750
315,7314.778,6888.615,5787.568,6449.083,4927.765,4040.250,5892.000,5244.400,5035.250,4338.762,4944.818,8553.833
316,7322.694,6865.385,5773.864,6413.667,4918.471,4030.000,5857.833,5240.033,5058.115,4376.333,4972.273,8572.250
317,7327.944,6834.731,5775.182,6464.333,4911.235,4055.375,5926.667,5201.317,5012.789,4360.048,4945.455,8525.833
318,7315.194,6866.654,5781.909,6465.500,4907.471,4000.000,5782.833,5176.350,5021.731,4378.286,4996.545,8500.167
319,7338.111,6907.923,5745.727,6439.250,4884.059,4019.375,5924.167,5168.483,5022.308,4328.619,4985.091,8428.417
320,7283.639,6853.154,5741.455,6478.833,4866.206,3987.250,5743.167,5162.650,5009.173,4378.952,5007.636,8485.833
321,7290.417,6888.077,5768.318,6447.917,4872.882,3994.875,5789.167,5112.700,5023.365,4326.619,5024.091,8456.750
322,7304.833,6835.654,5776.432,6408.250,4845.618,4013.125,5801.000,5114.317,5042.673,4352.619,4996.364,8441.417
323,7309.750,6848.961,5727.409,6387.583,4837.412,4019.500,5796.000,5111.450,4990.173,4347.238,5000.455,8435.167
324,7268.806,6846.346,5736.523,6429.500,4823.206,4029.750,5775.167,5102.083,4999.461,4312.048,4965.727,8381.167
325,7267.694,6877.423,5711.886,6436.583,4802.618,4031.875,5809.167,5073.950,4993.481,4355.286,5048.818,8467.083
326,7245.611,6796.923,5762.500,6480.333,4815.971,4016.000,5708.667,5069.117,4996.846,4360.381,5028.818,8357.250
327,7228.250,6849.769,5705.636,6370.917,4803.794,4018.000,5701.667,5024.850,4977.904,4347.286,5018.182,8244.167
328,7233.028,6844.385,5753.705,6363.667,4766.765,4022.250,5727.500,5026.883,4986.019,4394.048,4990.364,8222.500
329,7204.972,6867.385,5729.364,6428.500,4756.735,4048.500,5666.000,5035.000,4972.308,4327.810,5026.000,8142.167
330,7268.000,6836.077,5787.727,6420.583,4765.353,4033.000,5675.500,5011.650,4967.500,4345.952,4955.364,8235.500
331,7247.889,6843.231,5741.205,6444.083,4719.000,4042.875,5629.667,4974.567,4939.519,4375.667,4960.455,8187.417
332,7215.944,6851.000,5727.545,6424.750,4725.912,4036.375,5598.500,4981.767,4942.173,4374.429,4955.273,8179.833
333,7218.111,6872.846,5725.977,6392.500,4725.000,4039.500,5663.333,4941.250,4949.846,4348.095,5018.818,8112.417
334,7204.611,6857.000,5771.568,6407.167,4685.500,4031.500,5681.500,4953.100,4952.865,4336.048,4937.182,8128.333
335,7217.750,6851.654,5745.545,6400.583,4717.618,4009.000,5642.167,4949.400,4904.789,4338.190,4977.273,8056.500
336,7213.333,6823.654,5749.795,6372.417,4677.294,4067.625,5582.833,4896.183,4917.500,4364.238,5007.455,8108.833
337,7188.861,6825.731,5785.932,6412.833,4652.059,4060.750,5636.667,4929.067,4906.596,4329.095,5043.455,8032.417
338,7220.278,6853.461,5725.091,6428.417,4682.471,4037.250,5606.000,4914.417,4925.596,4361.762,4997.545,8055.333
339,7174.222,6793.539,5779.659,6388.000,4686.059,4009.875,5588.167,4889.700,4922.385,4314.381,4997.091,7977.250
340,7168.389,6832.615,5759.227,6406.833,4684.941,4028.125,5566.333,4882.617,4902.865,4355.000,5027.182,7940.000
341,7147.583,6813.885,5701.091,6417.000,4649.382,4013.125,5485.000,4874.717,4902.539,4351.190,4989.818,7992.333
342,7148.389,6847.846,5679.068,6405.000,4624.529,4055.000,5563.333,4834.333,4887.519,4329.095,4976.636,7906.083
343,7153.944,6849.346,5788.591,6368.417,4627.500,4071.750,5503.833,4862.267,4873.865,4344.429,4949.182,7888.833
344,7120.889,6855.731,5724.068,6388.333,4607.412,3994.500,5517.167,4846.650,4859.904,4352.667,4998.000,7791.000
345,7112.639,6803.269,5734.773,6358.167,4625.618,3958.250,5561.833,4799.600,4881.442,4379.857,4992.273,7831.250
346,7118.417,6859.000,5701.136,6386.750,4611.882,4061.000,5532.833,4808.200,4877.442,4312.095,4998.455,7831.750
347,7097.056,6856.577,5684.614,6365.417,4612.500,3997.250,5498.000,4819.317,4883.846,4328.000,4992.364,7818.917
348,7153.028,6791.731,5669.818,6398.750,4591.088,3972.500,5444.167,4799.783,4854.654,4339.095,5006.091,7797.167
349,7104.111,6824.269,5736.250,6357.750,4577.706,3971.625,5490.667,4782.200,4867.423,4344.524,4960.727,7744.417
350,7081.750,6839.269,5651.977,6378.083,4541.912,4060.000,5452.833,4771.883,4860.500,4316.381,4964.273,7711.583
351,7094.167,6792.654,5732.659,6406.667,4562.765,3984.875,5506.500,4806.633,4848.096,4326.952,5041.636,7658.833
352,7049.306,6851.923,5687.568,6381.750,4557.941,4019.875,5400.500,4771.350,4831.519,4362.667,4974.909,7669.833
353,7076.722,6821.808,5681.091,6370.750,4526.735,4046.625,5444.000,4759.050,4847.769,4317.381,5008.455,7668.333
354,7031.500,6771.192,5649.636,6384.250,4524.529,3984.875,5413.667,4752.417,4825.173,4349.762,4948.545,7572.917
355,7085.861,6798.039,5685.727,6383.417,4540.588,4034.875,5438.167,4754.883,4843.308,4341.571,4955.455,7513.417
356,7051.889,6825.000,5589.773,6359.917,4503.824,4003.875,5392.333,4732.667,4834.058,4344.048,4964.909,7563.417
357,7031.472,6816.539,5670.523,6448.083,4517.559,3984.750,5365.333,4723.767,4822.231,4314.571,4948.909,7590.667
358,7023.583,6818.692,5673.636,6380.250,4521.765,3972.875,5386.833,4725.567,4844.173,4354.762,4977.818,7458.750
359,7022.306,6836.615,5694.159,6347.500,4487.471,3946.125,5361.333,4710.733,4844.019,4359.857,4989.909,7507.750
360,7005.417,6804.269,5650.318,6326.417,4471.588,4052.250,5398.833,4728.233,4786.211,4363.857,4927.273,7468.833
361,6990.444,6849.077,5703.455,6376.000,4458.441,4025.750,5363.833,4697.167,4807.596,4334.381,4938.636,7396.000
362,6946.111,6803.500,5728.841,6362.333,4491.441,4026.000,5273.667,4709.133,4829.231,4340.810,4933.909,7439.417
363,6945.889,6828.115,5706.386,6380.500,4469.353,4036.500,5364.500,4703.650,4796.058,4328.762,4941.818,7372.167
364,6936.333,6800.461,5676.455,6365.917,4472.118,4039.375,5328.833,4671.867,4813.596,4345.190,4976.364,7378.083
365,6973.472,6819.154,5653.636,6309.583,4431.441,3993.000,5396.833,4665.283,4792.769,4309.571,4973.909,7305.250
366,6945.278,6791.769,5663.273,6337.583,4414.647,4011.125,5255.833,4679.783,4790.558,4343.667,4953.091,7279.417
367,6891.111,6805.808,5670.432,6368.083,4425.147,4030.625,5338.000,4659.767,4793.231,4328.714,4949.909,7328.250
368,6890.111,6776.269,5707.909,6309.833,4431.382,4013.500,5297.667,4671.017,4771.461,4349.619,4960.636,7157.667
369,6901.528,6780.115,5632.545,6367.167,4404.618,3973.375,5232.833,4652.967,4794.731,4356.381,4962.636,7203.250
370,6901.778,6770.846,5680.614,6341.167,4413.588,3987.625,5300.333,4621.583,4790.000,4340.000,4994.636,7179.333
371,6885.000,6775.885,5657.205,6331.833,4407.794,3984.625,5262.000,4637.733,4781.789,4329.381,4940.273,7182.417
372,6818.306,6800.192,5649.932,6275.833,4377.471,3989.250,5313.667,4644.417,4785.404,4365.429,4940.000,7144.417
373,6842.917,6783.577,5644.955,6317.333,4401.529,3974.000,5218.167,4635.050,4774.115,4327.524,4959.455,7107.917
374,6826.806,6813.039,5691.409,6319.500,4386.059,4028.625,5215.500,4608.933,4772.750,4351.571,4975.727,7078.667
375,6861.278,6791.500,5621.477,6364.083,4378.647,3983.375,5221.667,4625.817,4758.673,4328.952,4944.364,7031.083
376,6818.528,6802.461,5637.409,6367.667,4361.176,4009.375,5304.333,4602.600,4769.808,4363.000,4990.818,7035.500
377,6790.278,6803.385,5655.523,6322.500,4354.676,4029.500,5258.500,4593.800,4764.058,4350.857,4982.636,7055.333
378,6799.056,6796.077,5616.750,6340.750,4335.029,3988.250,5164.333,4583.283,4733.385,4344.524,4947.636,6982.500
379,6754.250,6783.846,5604.727,6384.833,4360.794,3965.875,5192.500,4571.133,4761.673,4332.857,4917.364,6938.333
380,6752.222,6818.461,5705.636,6326.000,4330.618,4031.875,5194.500,4577.317,4760.308,4327.476,4940.909,6905.333
381,6771.694,6795.346,5628.114,6269.333,4316.529,4009.250,5222.000,4596.567,4787.961,4342.714,4945.182,6881.833
382,6718.472,6808.039,5641.864,6317.333,4306.912,4020.750,5203.333,4574.533,4728.654,4326.571,4961.727,6899.250
383,6701.694,6770.731,5598.841,6267.417,4301.706,3981.625,5202.667,4590.817,4724.942,4317.238,4940.182,6788.417
384,6713.444,6765.654,5624.773,6321.417,4307.118,4058.375,5164.833,4581.283,4733.731,4369.619,4949.545,6860.667
385,6709.611,6794.539,5569.091,6290.417,4290.176,3987.875,5158.167,4564.100,4762.539,4332.952,4904.909,6762.750
386,6673.417,6801.154,5601.818,6315.333,4318.088,3987.750,5184.500,4552.083,4744.211,4314.190,4949.364,6779.500
387,6675.139,6777.192,5541.636,6385.667,4281.029,3968.375,5201.333,4565.967,4733.289,4342.952,4933.909,6721.167
388,6662.639,6798.461,5505.409,6292.417,4289.118,3914.500,5160.667,4565.217,4766.519,4372.524,4947.909,6734.750
389,6659.389,6798.423,5531.227,6318.417,4269.765,3962.875,5099.000,4535.500,4750.154,4359.095,4968.091,6746.083
390,6604.167,6777.461,5563.932,6304.583,4262.912,3958.750,5114.500,4556.350,4734.308,4367.333,4948.455,6630.083
391,6613.833,6778.692,5520.477,6281.083,4260.265,3999.625,5127.500,4543.133,4743.731,4320.286,4969.364,6664.500
392,6626.639,6769.923,5572.273,6316.500,4279.824,3933.250,5134.833,4545.483,4734.923,4311.000,4985.455,6582.750
393,6616.444,6752.192,5554.364,6331.500,4274.529,3964.125,5067.000,4557.817,4733.058,4309.000,4973.273,6610.583
394,6554.750,6753.115,5584.364,6312.167,4259.824,3968.875,5130.667,4543.317,4736.711,4342.714,4980.000,6569.083
395,6539.556,6764.539,5584.341,6296.000,4271.882,3983.750,5126.167,4555.833,4731.154,4320.238,4925.818,6556.750
396,6554.861,6759.731,5584.205,6336.917,4226.647,3990.000,5046.500,4516.717,4748.289,4328.905,4936.182,6566.833
397,6542.556,6810.423,5572.523,6331.750,4227.412,3936.375,5168.167,4550.067,4741.558,4329.286,4938.273,6537.917
398,6541.389,6788.461,5598.886,6343.333,4238.029,3959.000,5101.167,4530.483,4734.635,4342.619,4938.273,6476.083
399,6482.806,6796.346,5649.136,6256.167,4233.353,4026.000,5134.000,4534.867,4727.019,4333.762,4919.909,6496.750
400,6531.000,6809.885,5526.795,6296.750,4231.353,3997.750,5022.833,4546.033,4739.039,4315.762,4906.091,6416.750
