 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
401,6516.944,6814.808,5577.932,6361.167,4222.647,4032.875,5092.833,4540.317,4730.115,4352.476,4944.636,6452.250
402,6500.667,6768.000,5513.068,6337.583,4220.706,4040.750,5071.333,4530.750,4741.058,4318.524,4913.273,6405.500
403,6475.917,6779.231,5560.818,6293.667,4216.294,3984.750,5076.333,4545.350,4741.808,4312.857,4889.909,6410.667
404,6430.917,6739.654,5533.023,6361.583,4207.265,3975.250,5077.833,4511.483,4717.500,4346.524,4950.091,6400.333
405,6464.361,6757.577,5586.750,6294.417,4191.912,3989.875,5134.000,4517.833,4722.961,4352.905,4946.727,6282.333
406,6414.583,6775.961,5542.364,6268.000,4188.088,3917.750,5049.333,4523.600,4738.769,4331.810,4942.818,6314.417
407,6399.500,6766.461,5592.932,6269.333,4191.559,3983.750,5094.667,4522.450,4705.789,4332.905,4918.636,6285.000
408,6394.361,6805.923,5579.000,6305.167,4186.559,3966.500,5054.167,4505.350,4723.423,4316.238,4953.545,6321.083
409,6371.528,6790.192,5568.432,6306.917,4190.353,3963.375,5106.667,4529.933,4697.539,4327.667,4988.273,6285.667
410,6357.444,6740.423,5515.000,6249.667,4161.059,3973.875,5070.167,4526.533,4731.692,4312.571,4920.091,6269.583
411,6346.444,6765.154,5553.068,6212.500,4169.853,3965.125,5121.167,4492.383,4734.327,4330.333,4920.818,6224.000
412,6353.139,6730.077,5523.295,6245.333,4169.882,3979.250,5099.833,4501.567,4721.231,4336.429,4935.545,6236.583
413,6318.194,6776.808,5596.045,6300.583,4181.088,4009.000,5012.000,4502.150,4716.211,4358.619,4957.545,6161.167
414,6318.139,6777.808,5547.795,6252.833,4149.265,3947.250,4993.000,4501.983,4706.365,4348.190,4935.273,6179.917
415,6292.611,6781.885,5448.227,6280.250,4163.294,3956.750,5044.000,4498.700,4715.692,4321.190,4925.182,6199.833
416,6268.167,6777.269,5473.932,6249.083,4163.500,3920.000,5022.167,4517.017,4738.308,4321.667,4935.455,6143.833
417,6246.472,6761.385,5446.500,6276.750,4155.353,3965.625,4999.167,4497.300,4694.135,4343.619,4953.636,6133.000
418,6257.611,6757.808,5491.568,6275.750,4170.176,3975.000,5047.000,4501.300,4697.789,4358.905,4931.909,6168.833
419,6229.361,6766.461,5456.045,6300.833,4138.824,3942.875,5079.500,4494.183,4711.154,4335.238,4911.091,6044.583
420,6206.972,6794.846,5458.364,6239.833,4146.147,3948.000,5034.667,4491.200,4705.481,4317.286,4913.545,6066.417
421,6187.306,6791.000,5512.886,6280.333,4138.324,3974.000,5034.500,4484.667,4717.769,4314.143,4934.636,6039.000
422,6174.111,6801.039,5487.864,6241.000,4146.412,3963.750,5010.500,4492.883,4729.211,4336.714,4932.455,6074.250
423,6145.778,6761.115,5496.432,6334.083,4143.382,3917.125,5044.833,4493.817,4708.500,4351.619,4927.182,6035.667
424,6186.167,6768.308,5470.864,6241.583,4149.529,3950.250,4953.500,4491.250,4712.615,4315.857,4943.000,5997.083
425,6143.944,6776.077,5437.636,6277.000,4133.176,3878.750,4998.500,4493.867,4721.000,4325.333,4904.273,6046.083
426,6104.083,6741.961,5487.886,6275.583,4135.676,3948.125,4918.333,4493.500,4718.077,4345.238,4931.273,6001.750
427,6108.556,6757.154,5479.705,6239.500,4125.176,3985.250,5004.500,4498.250,4697.596,4331.857,4937.727,5976.667
428,6093.639,6791.192,5516.273,6287.417,4117.000,3934.250,4994.833,4477.117,4692.019,4343.762,4914.455,6018.667
429,6066.389,6794.039,5475.386,6314.417,4122.794,3973.625,5021.833,4490.383,4709.654,4355.857,4902.182,5982.167
430,6075.806,6758.308,5480.705,6245.417,4142.412,3979.500,4955.667,4494.083,4714.865,4325.333,4942.091,5910.083
431,6026.861,6751.961,5470.432,6295.750,4149.000,3982.250,5003.000,4472.217,4719.731,4342.286,4908.364,5912.083
432,6018.917,6742.923,5444.477,6272.500,4102.882,3973.000,4963.667,4482.183,4697.519,4317.524,4918.273,5937.583
433,5989.250,6774.846,5477.773,6224.583,4107.206,3959.625,5010.667,4475.950,4710.942,4339.476,4925.909,5893.167
434,6006.444,6746.769,5455.091,6278.500,4094.000,3985.625,5003.833,4476.267,4688.250,4287.762,4931.182,5869.250
435,5958.667,6733.577,5492.659,6238.833,4107.941,3989.375,5016.833,4487.083,4692.731,4347.048,4914.273,5918.167
436,5963.611,6732.808,5487.500,6262.250,4114.794,3990.500,4966.667,4474.017,4691.461,4359.048,4895.091,5882.500
437,5938.417,6767.192,5468.455,6233.333,4092.265,3974.625,4998.333,4483.333,4689.558,4357.095,4931.000,5812.917
438,5924.861,6749.192,5483.386,6278.917,4081.177,3976.250,4987.000,4458.150,4683.269,4353.571,4899.455,5867.167
439,5909.028,6756.269,5517.705,6244.333,4076.794,3968.125,5022.167,4487.317,4690.365,4336.190,4898.636,5864.500
440,5873.778,6780.192,5521.136,6316.583,4091.647,3984.000,4964.833,4466.433,4690.365,4359.095,4914.727,5795.083
441,5867.528,6814.192,5474.159,6243.750,4093.941,3942.875,4925.333,4460.250,4680.731,4316.381,4905.364,5761.917
442,5866.944,6763.500,5479.659,6274.167,4129.324,4001.125,4939.833,4479.000,4695.481,4327.000,4942.818,5716.500
443,5832.056,6717.692,5518.841,6221.417,4086.941,3967.375,4979.500,4471.950,4679.019,4325.571,4882.909,5801.167
444,5830.389,6772.077,5488.773,6233.167,4082.088,3986.625,4937.667,4468.183,4703.250,4323.333,4883.273,5768.583
445,5802.139,6738.115,5519.864,6270.083,4104.500,3967.000,4977.167,4468.283,4704.692,4346.286,4909.909,5707.167
446,5772.278,6738.115,5502.205,6256.583,4083.794,4025.125,4975.667,4458.800,4680.865,4299.143,4911.000,5691.917
447,5807.889,6737.731,5450.955,6249.833,4087.382,3934.625,4963.667,4469.300,4686.750,4341.905,4923.545,5702.417
448,5755.806,6776.346,5456.977,6235.750,4081.647,3982.250,4964.500,4470.367,4690.789,4337.381,4913.545,5724.667
449,5779.500,6738.269,5465.886,6281.583,4088.853,3964.875,4969.833,4471.600,4685.615,4307.381,4853.273,5705.667
450,5780.444,6754.461,5480.136,6225.667,4109.088,3957.500,5021.000,4468.033,4695.327,4314.000,4891.091,5666.833
451,5726.944,6769.846,5424.568,6236.333,4092.735,3918.125,4897.500,4479.283,4717.500,4320.667,4896.364,5690.750
452,5738.861,6752.385,5418.545,6231.417,4102.853,3892.250,4857.167,4466.250,4704.789,4342.190,4867.545,5634.417
453,5683.861,6753.654,5452.795,6237.750,4093.794,3966.125,4883.167,4459.417,4681.077,4333.762,4903.091,5587.417
454,5673.556,6761.923,5413.432,6245.667,4098.088,3913.750,4929.500,4461.500,4697.865,4339.810,4875.273,5621.417
455,5668.667,6752.077,5438.045,6293.417,4068.177,3932.000,4939.833,4480.367,4690.731,4344.190,4898.455,5715.833
456,5622.917,6786.385,5340.909,6157.417,4078.265,3912.750,4878.833,4475.300,4691.769,4360.571,4857.545,5611.667
457,5616.306,6761.231,5358.432,6261.167,4066.765,3886.750,4884.500,4470.367,4684.039,4325.476,4938.000,5566.417
458,5635.167,6750.808,5357.750,6223.750,4072.353,3939.750,4941.000,4460.500,4673.961,4320.571,4907.000,5577.833
459,5605.333,6762.769,5384.318,6265.250,4084.912,3900.500,4899.167,4470.467,4691.000,4325.238,4899.364,5581.000
460,5610.972,6739.077,5417.386,6263.833,4073.559,3934.375,4926.500,4469.267,4715.461,4353.286,4944.000,5572.917
461,5577.556,6755.961,5398.841,6198.667,4056.323,3922.750,4899.833,4460.100,4685.231,4339.095,4861.364,5571.667
462,5534.611,6719.192,5376.591,6220.167,4075.677,3948.875,4887.167,4465.633,4695.942,4318.810,4955.000,5589.500
463,5539.111,6733.192,5387.295,6203.833,4055.500,3953.375,4902.167,4477.050,4671.654,4307.714,4907.818,5548.167
464,5523.472,6740.731,5403.409,6224.417,4095.882,3878.000,4931.000,4462.233,4681.500,4309.810,4892.273,5491.250
465,5510.750,6749.577,5432.477,6221.750,4065.059,4017.125,4930.333,4471.783,4702.461,4371.619,4876.273,5495.083
466,5497.556,6763.539,5433.068,6245.750,4082.088,3965.250,4951.833,4453.817,4678.269,4356.857,4907.364,5493.417
467,5474.500,6735.539,5422.750,6252.917,4070.471,3966.250,4892.000,4448.183,4688.135,4337.667,4888.091,5500.750
468,5512.972,6736.923,5438.409,6194.417,4066.412,3972.250,4945.500,4454.983,4700.846,4317.857,4880.727,5472.333
469,5461.722,6714.231,5409.500,6266.250,4061.029,3953.375,4910.500,4453.150,4705.519,4340.714,4872.091,5450.167
470,5462.611,6770.731,5405.568,6182.250,4043.588,3955.375,4965.000,4477.300,4694.481,4361.333,4915.000,5432.250
471,5429.556,6729.500,5416.318,6243.083,4046.647,3928.875,4943.333,4465.083,4702.289,4368.524,4901.182,5453.333
472,5434.444,6765.231,5375.409,6222.917,4055.441,3911.125,4888.167,4457.383,4687.058,4314.619,4926.182,5458.417
473,5408.611,6746.654,5411.591,6237.750,4059.529,3943.875,4917.000,4465.183,4689.327,4359.333,4923.182,5420.667
474,5389.083,6733.039,5380.614,6219.000,4048.853,3944.750,4857.833,4464.750,4679.481,4333.286,4935.455,5456.333
475,5365.333,6743.423,5369.818,6196.250,4073.853,3975.000,4904.000,4443.800,4669.365,4308.762,4895.818,5385.500
476,5365.389,6734.539,5389.000,6236.500,4065.471,3899.500,4893.000,4457.533,4668.981,4319.905,4883.545,5414.500
477,5363.694,6714.154,5344.864,6236.750,4033.559,3935.625,4926.667,4449.950,4694.346,4335.048,4941.636,5406.417
478,5336.278,6723.077,5368.273,6206.833,4047.618,4036.875,4929.500,4466.533,4667.115,4325.952,4908.909,5371.750
479,5330.528,6757.192,5312.341,6216.000,4055.559,3927.125,4865.000,4460.567,4683.442,4311.857,4874.091,5352.667
480,5319.750,6731.961,5391.955,6266.667,4048.235,3963.750,4912.167,4453.317,4690.558,4325.238,4912.091,5351.083
481,5286.056,6757.077,5394.455,6239.167,4043.471,3969.750,4988.667,4474.117,4675.346,4319.857,4888.909,5364.167
482,5296.778,6752.615,5406.136,6193.250,4063.147,3944.375,4824.167,4485.333,4690.327,4320.238,4933.364,5358.000
483,5283.083,6736.308,5381.977,6229.833,4048.088,3953.250,4923.167,4479.417,4691.942,4334.286,4878.909,5355.833
484,5275.167,6718.039,5333.545,6180.250,4064.529,3921.375,4936.167,4467.133,4676.615,4335.857,4886.364,5356.000
485,5295.083,6777.769,5345.500,6238.167,4062.618,3869.875,4921.833,4475.550,4688.558,4328.571,4923.727,5365.500
486,5249.639,6703.269,5358.273,6224.000,4060.765,3966.000,4922.000,4472.033,4685.404,4338.286,4889.273,5316.333
487,5211.806,6759.885,5310.250,6180.250,4034.265,3956.750,4858.833,4454.433,4677.250,4322.143,4914.182,5330.667
488,5232.750,6743.961,5354.068,6192.333,4041.882,3927.875,4889.833,4453.267,4668.808,4327.190,4913.273,5243.000
489,5232.056,6754.385,5352.364,6213.500,4072.147,3879.000,4947.000,4447.567,4707.769,4305.381,4869.727,5306.667
490,5184.500,6743.077,5363.318,6221.417,4043.029,3934.500,4905.333,4446.350,4670.654,4343.667,4953.273,5311.000
491,5196.556,6784.615,5353.523,6163.250,4055.853,3956.125,4875.000,4450.583,4676.423,4340.000,4910.455,5289.500
492,5154.722,6725.769,5388.932,6212.667,4070.529,3955.375,4914.167,4449.417,4674.673,4327.619,4875.000,5313.417
493,5161.611,6753.231,5331.341,6182.417,4020.706,3905.500,4876.000,4446.400,4687.865,4314.762,4895.455,5268.500
494,5125.472,6776.539,5302.977,6186.667,4060.382,3913.875,4924.333,4456.250,4664.019,4336.619,4919.636,5307.750
495,5144.222,6708.654,5383.818,6185.583,4043.971,3971.750,4875.000,4447.400,4684.769,4344.381,4899.364,5292.667
496,5110.222,6730.846,5360.136,6212.000,4043.118,3934.750,4825.667,4455.800,4681.269,4339.238,4905.000,5253.000
497,5128.722,6698.500,5341.636,6233.833,4027.412,3969.875,4876.333,4459.633,4672.019,4344.238,4889.636,5228.500
498,5115.194,6713.846,5386.659,6206.750,4039.941,3957.500,4901.833,4459.383,4697.096,4311.095,4849.727,5206.000
499,5099.861,6714.231,5345.568,6193.750,4049.559,3931.125,4898.167,4447.217,4691.942,4339.857,4851.455,5196.000
500,5072.611,6745.500,5371.864,6134.083,4048.412,3932.000,4917.667,4449.100,4682.039,4328.095,4911.636,5180.667
501,5091.528,6721.692,5343.932,6199.833,4029.500,3971.000,4930.833,4466.150,4674.596,4337.810,4884.364,5184.583
502,5071.333,6718.308,5353.750,6169.750,4034.177,3916.125,4869.833,4455.733,4657.404,4307.762,4864.636,5253.917
503,5056.833,6706.192,5377.045,6095.167,4080.441,3943.125,4859.167,4465.617,4681.673,4327.619,4897.182,5201.417
504,5011.028,6705.039,5381.136,6195.750,4080.971,3945.000,4860.667,4455.900,4679.269,4307.000,4864.545,5181.750
505,5026.944,6717.000,5336.909,6250.417,4106.059,3961.625,4841.500,4456.183,4669.904,4360.810,4867.818,5201.333
506,5024.861,6687.423,5347.364,6174.167,4088.559,3959.250,4894.000,4462.517,4693.539,4312.571,4854.182,5214.500
507,5026.111,6754.615,5376.318,6204.417,4109.735,3977.375,4874.500,4440.967,4687.789,4307.143,4854.364,5236.083
508,5003.944,6700.692,5376.455,6205.917,4099.765,3962.750,4815.000,4473.567,4673.481,4323.381,4890.364,5150.667
509,4995.139,6757.346,5371.386,6126.917,4111.118,3943.250,4855.500,4442.783,4703.231,4331.857,4920.000,5113.583
510,4958.028,6684.577,5336.705,6225.750,4132.294,3981.000,4770.667,4454.533,4722.058,4325.333,4903.364,5131.417
511,4968.222,6703.769,5367.841,6223.500,4180.000,3955.500,4902.833,4455.833,4737.192,4327.190,4876.909,5132.250
512,4909.333,6729.231,5320.727,6201.750,4212.941,3971.500,4861.167,4434.350,4732.615,4333.619,4837.000,5101.250
513,4891.694,6742.077,5396.500,6182.917,4207.000,3941.875,4878.167,4454.050,4724.500,4342.905,4878.727,5106.417
514,4927.000,6702.308,5313.864,6230.917,4200.912,3916.500,4912.500,4453.850,4704.442,4324.571,4866.000,5131.417
515,4892.861,6718.115,5277.773,6135.750,4184.029,3916.500,4844.333,4463.000,4722.269,4360.524,4850.909,5078.750
516,4905.528,6758.231,5274.545,6176.583,4175.735,3936.625,4840.333,4454.167,4712.885,4321.476,4868.182,5099.250
517,4922.389,6718.231,5313.250,6175.667,4171.235,3978.750,4893.833,4457.900,4720.192,4328.000,4848.909,5107.500
518,4882.028,6707.039,5275.705,6197.667,4142.353,3898.375,4924.833,4442.317,4698.635,4349.429,4876.455,5113.917
519,4873.389,6706.115,5332.136,6172.750,4166.118,3970.750,4873.167,4451.400,4714.885,4293.952,4900.091,5131.667
520,4892.444,6675.000,5312.705,6188.083,4155.324,3950.250,4909.500,4456.967,4722.808,4320.667,4919.364,5122.583
521,4860.250,6760.308,5284.909,6144.250,4152.941,3977.625,4872.333,4459.767,4719.058,4331.000,4887.182,5067.750
522,4864.972,6746.269,5286.523,6236.667,4140.294,3936.125,4846.500,4433.317,4704.865,4333.857,4902.273,5061.917
523,4820.361,6678.731,5333.886,6115.833,4144.706,3910.500,4802.833,4439.367,4707.577,4311.857,4865.273,5105.750
524,4817.611,6726.192,5270.205,6132.500,4138.265,3896.125,4905.833,4455.117,4696.385,4341.190,4906.545,5083.833
525,4811.083,6723.039,5237.455,6170.917,4113.618,3944.875,4856.333,4462.733,4698.769,4374.857,4826.636,5046.333
526,4788.667,6736.808,5285.205,6141.000,4108.676,3911.125,4898.333,4456.850,4706.750,4341.857,4852.818,5012.000
527,4797.972,6697.192,5282.364,6203.000,4104.029,3931.500,4928.167,4445.183,4689.789,4341.476,4892.091,5045.333
528,4768.139,6772.654,5260.250,6166.667,4103.471,3899.875,4869.667,4463.117,4687.154,4343.143,4825.455,5065.667
529,4802.944,6759.385,5294.386,6193.833,4122.353,3974.250,4916.333,4450.117,4688.961,4352.952,4875.636,5066.250
530,4766.000,6683.885,5265.045,6156.500,4114.794,3967.125,4897.500,4452.683,4699.923,4345.667,4866.273,5010.417
531,4760.222,6697.269,5229.250,6160.000,4086.706,3936.625,4881.667,4454.933,4708.154,4332.000,4887.273,5001.000
532,4759.250,6727.539,5310.432,6156.750,4088.765,3922.875,4884.667,4439.717,4684.558,4306.619,4843.909,5035.917
533,4708.167,6711.885,5223.977,6129.250,4078.941,3945.750,4863.167,4466.650,4685.192,4351.381,4877.909,5043.333
534,4737.417,6719.423,5235.500,6165.250,4099.382,3917.125,4916.667,4466.767,4686.635,4331.619,4879.273,4992.167
535,4728.944,6708.846,5247.045,6156.750,4082.853,3935.125,4829.333,4459.550,4676.077,4328.333,4830.636,5075.667
536,4732.778,6698.039,5294.591,6189.833,4075.794,3917.125,4809.333,4454.067,4692.000,4336.143,4830.545,5011.750
537,4683.639,6737.846,5235.045,6092.500,4087.206,3953.750,4854.333,4461.767,4679.154,4327.190,4803.545,5012.083
538,4716.806,6737.615,5288.909,6175.000,4089.471,3932.500,4838.000,4465.250,4692.577,4348.381,4847.455,4989.583
539,4686.694,6708.539,5251.114,6223.750,4070.794,3969.250,4824.000,4465.517,4691.019,4354.048,4837.545,4981.583
540,4682.028,6688.577,5244.750,6173.583,4048.029,3884.000,4889.667,4451.700,4695.192,4336.381,4875.364,4976.083
541,4689.361,6702.346,5231.227,6210.833,4052.853,3971.625,4879.500,4457.467,4665.769,4310.333,4809.727,4986.917
542,4693.833,6741.846,5279.477,6159.500,4069.588,3896.625,4838.167,4448.167,4682.885,4328.667,4872.545,4974.417
543,4654.861,6687.769,5225.364,6161.667,4082.529,3937.500,4837.833,4450.233,4679.423,4345.429,4873.636,4979.417
544,4676.417,6699.577,5286.614,6233.917,4024.647,3965.375,4909.167,4432.633,4673.077,4350.667,4859.182,4969.000
545,4634.472,6698.154,5311.114,6158.167,4051.235,3956.250,4851.500,4448.650,4673.961,4308.524,4853.727,4962.500
546,4644.778,6671.000,5261.568,6136.250,4019.735,3953.375,4851.667,4449.150,4691.442,4341.429,4838.636,4981.750
547,4648.833,6697.192,5292.977,6159.667,4017.088,3955.125,4846.667,4453.900,4681.135,4330.238,4858.182,4961.583
548,4627.611,6714.654,5294.023,6153.833,4028.177,3874.000,4845.667,4454.617,4687.673,4334.571,4822.273,4962.417
549,4626.389,6715.346,5281.864,6133.833,4030.294,3945.750,4822.500,4446.567,4683.846,4290.810,4880.000,4971.667
550,4628.722,6706.846,5311.636,6112.667,4043.029,3973.250,4806.000,4467.917,4679.404,4319.238,4877.091,4994.583
551,4595.083,6701.385,5310.818,6152.167,4018.529,3940.000,4836.500,4445.700,4701.096,4289.048,4846.545,4934.333
552,4607.833,6671.308,5266.045,6143.750,4027.706,3935.750,4826.667,4450.167,4686.365,4314.238,4834.273,4934.083
553,4608.806,6713.423,5280.545,6092.750,4031.500,3943.250,4894.167,4450.417,4682.404,4335.333,4824.818,4862.750
554,4572.500,6710.077,5321.182,6152.583,4022.529,3981.500,4855.833,4467.550,4697.615,4355.048,4866.273,4903.083
555,4595.611,6670.192,5243.455,6140.833,4004.235,3950.000,4879.667,4437.767,4687.269,4319.429,4848.000,4966.333
556,4578.139,6707.961,5251.273,6166.083,4009.382,3927.750,4827.333,4446.950,4683.365,4315.143,4860.364,4965.250
557,4578.389,6673.000,5284.477,6185.750,4023.618,3967.375,4882.000,4443.633,4690.539,4309.095,4813.727,4955.500
558,4592.361,6723.731,5228.227,6128.500,4022.118,3920.125,4840.333,4449.883,4675.558,4299.381,4852.636,4884.000
559,4567.000,6672.115,5296.000,6142.667,4013.294,3948.500,4844.500,4445.667,4680.442,4315.857,4809.182,4894.417
560,4567.694,6695.192,5285.205,6108.917,4011.706,3980.125,4861.333,4447.467,4684.577,4304.714,4861.636,4886.417
561,4567.694,6708.461,5219.977,6164.167,4038.677,3943.250,4875.000,4432.200,4653.423,4316.381,4859.000,4928.917
562,4546.639,6703.077,5224.773,6142.833,4001.765,3961.250,4783.667,4430.450,4676.481,4304.524,4843.727,4961.000
563,4571.750,6695.885,5265.636,6111.750,4036.941,3923.625,4777.500,4435.550,4676.192,4324.048,4841.909,4946.250
564,4529.361,6699.461,5199.886,6179.667,4021.412,3894.000,4826.500,4428.117,4685.211,4293.190,4834.182,4862.000
565,4553.194,6713.539,5233.250,6177.583,4027.794,3969.000,4791.000,4431.383,4674.308,4340.381,4839.727,4899.333
566,4553.917,6658.423,5249.750,6135.500,4000.500,3956.500,4880.500,4450.867,4667.923,4322.190,4821.818,4901.833
567,4551.667,6678.000,5260.409,6166.167,4038.059,3941.500,4823.333,4443.667,4658.654,4332.810,4831.818,4888.167
568,4531.944,6697.500,5214.250,6125.833,4017.353,3963.250,4857.667,4444.267,4684.789,4294.905,4834.455,4875.500
569,4549.250,6637.500,5266.523,6145.333,4016.029,3995.000,4845.000,4442.817,4676.885,4328.143,4820.636,4867.333
570,4533.639,6696.346,5219.205,6094.500,3999.412,3956.875,4840.500,4430.167,4667.096,4324.524,4853.455,4852.833
571,4528.833,6657.000,5217.682,6093.167,4003.294,3990.375,4851.000,4433.867,4685.731,4269.238,4830.636,4879.833
572,4517.861,6689.461,5203.477,6109.667,4022.206,3949.500,4851.167,4444.283,4691.154,4291.429,4850.273,4883.083
573,4498.583,6692.731,5224.977,6090.833,4007.471,3952.375,4797.167,4437.533,4697.077,4315.857,4785.000,4854.500
574,4529.417,6670.192,5202.432,6103.000,3994.529,3968.750,4837.667,4449.450,4654.923,4314.667,4876.545,4841.000
575,4507.778,6691.039,5218.227,6129.083,4031.235,3948.875,4803.667,4437.700,4686.115,4256.810,4809.364,4836.667
576,4514.722,6700.269,5178.795,6118.333,4010.265,3924.875,4805.833,4415.767,4674.000,4293.048,4814.182,4882.917
577,4520.833,6711.539,5202.682,6132.500,3987.147,3965.375,4850.500,4435.283,4686.135,4305.810,4790.455,4855.000
578,4497.944,6663.269,5200.182,6140.750,4018.323,3960.000,4852.667,4424.350,4676.904,4295.381,4819.818,4830.500
579,4492.472,6631.808,5253.136,6106.083,4003.794,3951.375,4818.167,4442.900,4657.461,4296.048,4779.545,4817.417
580,4504.389,6680.885,5175.773,6168.583,4006.500,3914.750,4883.833,4440.983,4683.077,4325.095,4746.636,4855.667
581,4497.750,6672.192,5201.545,6110.667,3996.265,3917.625,4846.000,4450.233,4647.058,4315.571,4751.091,4873.083
582,4503.750,6669.808,5224.682,6121.917,4012.647,3910.875,4871.167,4432.783,4669.885,4298.810,4818.364,4833.083
583,4474.000,6685.846,5172.841,6110.083,3999.765,3966.500,4819.500,4414.267,4656.827,4319.286,4773.182,4839.583
584,4463.028,6675.192,5192.886,6164.500,3994.588,3904.000,4820.833,4431.683,4677.692,4304.095,4747.727,4812.833
585,4458.917,6678.961,5172.886,6047.583,3997.412,3920.125,4811.667,4427.100,4659.481,4291.714,4803.273,4811.750
586,4483.472,6629.269,5159.295,6102.667,3984.382,3976.875,4833.667,4412.083,4660.077,4324.429,4783.909,4802.583
587,4442.028,6672.346,5193.614,6112.417,4000.647,3899.125,4828.500,4431.183,4675.750,4299.476,4784.273,4805.583
588,4446.944,6675.577,5186.159,6106.833,3996.265,3924.250,4809.167,4426.717,4655.923,4300.905,4819.364,4822.083
589,4453.917,6641.192,5151.909,6095.833,3999.706,3943.375,4799.500,4439.917,4673.250,4311.333,4744.818,4846.917
590,4450.361,6644.231,5156.432,6156.250,3996.029,3914.875,4902.833,4407.300,4654.289,4297.905,4801.091,4818.833
591,4462.972,6677.000,5174.864,6098.500,3989.000,3961.375,4876.500,4430.100,4665.827,4302.857,4811.545,4786.250
592,4446.472,6670.923,5144.614,6057.083,3985.971,3882.375,4834.833,4427.833,4646.539,4328.667,4815.000,4838.417
593,4425.500,6701.846,5110.205,6089.250,4000.235,3855.000,4817.667,4426.750,4663.346,4311.667,4755.273,4825.250
594,4445.528,6650.154,5185.159,6098.250,3976.529,3950.250,4754.833,4453.800,4659.346,4325.952,4737.273,4801.250
595,4466.556,6676.731,5107.114,6083.000,4007.706,3933.000,4793.500,4437.533,4670.750,4295.619,4775.727,4802.333
596,4440.306,6576.577,5142.864,6100.250,3976.118,3983.250,4775.833,4426.083,4675.231,4290.762,4795.364,4751.083
597,4429.111,6633.731,5131.477,6121.917,3990.177,3901.250,4770.500,4435.117,4615.769,4283.095,4791.636,4754.750
598,4426.722,6605.077,5089.614,6063.583,3988.235,3900.625,4817.167,4421.383,4658.096,4307.524,4809.273,4736.083
599,4426.417,6643.923,5057.705,6079.250,3983.118,3920.000,4823.000,4425.817,4661.789,4316.571,4793.000,4767.000
600,4424.111,6631.731,5133.500,6069.917,3986.765,3932.375,4851.667,4424.883,4661.461,4309.048,4739.545,4725.750
